WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,DESCRIPTION,CATEGORY,SUB_CATEGORY
2009-07-08,367,3000006340,2,2,1,5.48,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-07-08,367,3800031829,27,23,9,88.83,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-07-15,367,1111085319,24,23,22,44.88,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-15,367,1111085350,27,24,24,53.46,1.98,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-07-15,367,1600027527,8,10,10,25.52,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-15,367,1600027528,22,19,11,100.98,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-15,367,1600027564,26,23,21,79.82,3.07,3.07,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-15,367,3000006340,4,4,4,10.8,2.7,2.7,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-07-15,367,3800031829,7,6,4,23.03,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-07-22,367,1111085319,10,10,9,18.2,1.82,1.82,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-22,367,1111085350,24,20,20,47.52,1.98,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-07-22,367,1600027527,5,4,4,15.95,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-22,367,1600027528,31,25,12,142.29,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-22,367,1600027564,19,16,15,51.11,2.69,3.07,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-22,367,3000006340,3,3,2,8.16,2.72,2.72,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-07-22,367,3800031829,18,15,5,58.32,3.24,3.29,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-07-29,367,1111085319,13,13,11,24.57,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-29,367,1111085350,17,13,13,34,2,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-07-29,367,1600027527,5,5,5,15.95,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-29,367,1600027528,35,27,12,160.65,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-29,367,1600027564,21,16,8,66.99,3.19,3.19,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-07-29,367,3000006340,4,4,1,10.96,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-07-29,367,3800031829,35,30,10,111.65,3.19,3.29,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-08-05,367,1111085319,15,14,14,24.9,1.66,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-05,367,1111085350,8,8,8,19.12,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-08-05,367,1600027527,2,2,2,6.38,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-05,367,1600027528,39,30,10,179.01,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-05,367,1600027564,53,49,42,138.86,2.62,3.19,0,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-05,367,3000006340,5,5,3,13.7,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-08-05,367,3800031829,32,29,15,103.36,3.23,3.23,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-08-12,367,1111085319,32,31,30,51.84,1.62,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-12,367,1111085350,26,23,23,62.14,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-08-12,367,1600027527,21,20,20,65.73,3.13,3.13,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-12,367,1600027528,33,24,8,151.47,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-12,367,1600027564,24,23,18,59.28,2.47,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-12,367,3000006340,2,2,1,5.48,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-08-12,367,3800031829,26,24,17,85.54,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-08-19,367,1111085319,22,22,21,36.08,1.64,1.89,1,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-19,367,1111085350,22,22,22,49.72,2.26,2.26,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-08-19,367,1600027527,16,16,16,42.72,2.67,3.13,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-19,367,1600027528,27,18,10,123.93,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-19,367,1600027564,26,24,21,42.9,1.65,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-19,367,3000006340,3,3,2,8.22,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-08-19,367,3800031829,22,17,9,72.38,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-08-26,367,1111085319,16,16,16,26.72,1.67,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-26,367,1111085350,18,16,16,42.66,2.37,2.37,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-08-26,367,1600027527,14,15,15,39.48,2.82,3.13,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-26,367,1600027528,43,37,15,197.37,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-26,367,1600027564,24,23,18,49.44,2.06,3.19,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-08-26,367,3000006340,27,21,18,56.7,2.1,2.74,1,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-08-26,367,3800031829,38,32,14,125.02,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-02,367,1111085319,13,13,13,21.58,1.66,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-02,367,1111085350,11,8,8,26.29,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-02,367,1600027527,18,15,13,55.98,3.11,3.11,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-02,367,1600027528,22,20,8,100.98,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-02,367,1600027564,20,19,12,62.6,3.13,3.13,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-02,367,3000006340,18,15,13,37.26,2.07,2.74,1,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-09-02,367,3800031829,23,21,6,75.67,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-09,367,1111085319,22,21,21,36.3,1.65,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-09,367,1111085350,12,12,12,28.68,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-09,367,1600027527,14,14,14,46.06,3.29,3.29,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-09,367,1600027528,9,7,6,41.31,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-09,367,1600027564,10,10,10,28.8,2.88,2.88,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-09,367,3000006340,4,4,4,7.96,1.99,2.74,0,0,1,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-09-09,367,3800031829,5,5,4,16.45,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-16,367,1111085319,39,35,35,65.13,1.67,1.89,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-16,367,1111085350,5,5,5,11.5,2.3,2.3,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-16,367,1600027527,18,17,17,55.98,3.11,3.11,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-16,367,1600027528,27,20,9,123.93,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-16,367,1600027564,27,23,20,88.83,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-16,367,3000006340,11,9,9,22.66,2.06,2.74,0,0,1,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-09-16,367,3800031829,20,15,10,65.6,3.28,3.28,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-23,367,1111085319,9,9,9,17.01,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-23,367,1111085350,19,16,16,37.62,1.98,2.3,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-23,367,1600027527,13,12,12,39.52,3.04,3.04,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-23,367,1600027528,21,16,7,96.39,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-23,367,1600027564,23,22,16,65.78,2.86,3.29,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-23,367,3000006340,6,6,4,16.44,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-09-23,367,3800031829,29,23,10,95.41,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-30,367,1111085319,5,5,5,9.45,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-30,367,1111085350,19,17,17,36.48,1.92,2.3,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-09-30,367,1600027527,166,136,129,302.12,1.82,3.04,1,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-30,367,1600027528,34,29,8,156.06,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-30,367,1600027564,18,15,12,59.22,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-09-30,367,3000006340,1,1,1,2.74,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-09-30,367,3800031829,36,31,13,118.44,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-10-07,367,1111085319,7,7,7,13.23,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-07,367,1111085350,20,17,17,39,1.95,2.3,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-10-07,367,1600027527,10,10,10,29.6,2.96,2.96,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-07,367,1600027528,29,25,14,133.11,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-07,367,1600027564,30,27,20,82.2,2.74,3.29,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-07,367,3000006340,9,8,5,24.66,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-10-07,367,3800031829,43,41,24,141.47,3.29,3.29,0,1,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-10-14,367,1111085319,18,16,16,33.84,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-14,367,1111085350,16,14,14,31.84,1.99,2.3,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-10-14,367,1600027527,15,15,15,49.35,3.29,3.29,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-14,367,1600027528,33,23,13,151.47,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-14,367,1600027564,21,19,15,69.09,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-14,367,3000006340,8,8,7,21.92,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-10-14,367,3800031829,46,36,29,151.34,3.29,3.29,0,1,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-10-21,367,1111085319,5,5,5,9.25,1.85,1.85,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-21,367,1111085350,12,12,12,28.68,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-10-21,367,1600027527,9,9,8,29.61,3.29,3.29,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-21,367,1600027528,32,24,9,146.88,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-21,367,1600027564,66,47,43,162.36,2.46,3.29,1,1,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-21,367,3000006340,6,5,4,16.44,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-10-21,367,3800031829,22,19,10,72.38,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-10-28,367,1111085319,10,10,10,18.9,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-28,367,1111085350,11,10,10,26.29,2.39,2.39,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-10-28,367,1600027527,20,18,18,59,2.95,3.29,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-28,367,1600027528,17,13,7,78.03,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-28,367,1600027564,19,17,13,59.28,3.12,3.12,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-10-28,367,3000006340,6,6,4,16.44,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-10-28,367,3800031829,37,33,16,121.73,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-11-04,367,1111085319,10,10,10,18.7,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-04,367,1111085350,12,12,12,28.44,2.37,2.37,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-11-04,367,1600027527,10,10,9,29.5,2.95,3.29,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-04,367,1600027528,31,22,13,142.29,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-04,367,1600027564,19,16,8,62.51,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-04,367,3000006340,4,4,2,10.96,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-11-04,367,3800031829,31,28,13,101.99,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-11-11,367,1111085319,22,20,19,41.36,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-11,367,1111085350,22,22,21,51.48,2.34,2.34,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-11-11,367,1600027527,21,21,21,61.95,2.95,3.29,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-11,367,1600027528,42,36,22,192.78,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-11,367,1600027564,27,27,24,82.35,3.05,3.05,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-11,367,3000006340,4,4,3,10.96,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-11-11,367,3800031829,32,29,18,105.28,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-11-18,367,1111085319,20,20,20,32,1.6,1.88,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-18,367,1111085350,19,19,18,44.27,2.33,2.33,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-11-18,367,1600027527,103,74,72,247.2,2.4,3.29,1,1,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-18,367,1600027528,23,18,12,105.57,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-18,367,1600027564,31,25,24,79.05,2.55,3.05,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-18,367,3000006340,11,9,9,27.72,2.52,2.74,1,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-11-18,367,3800031829,22,19,12,72.38,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-11-25,367,1111085319,19,17,16,31.54,1.66,1.88,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-25,367,1111085350,11,9,8,25.85,2.35,2.35,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-11-25,367,1600027527,12,11,11,32.4,2.7,3.29,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-25,367,1600027528,20,15,6,91.8,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-25,367,1600027564,20,18,17,49.8,2.49,3.05,1,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-11-25,367,3000006340,3,3,2,7.98,2.66,2.66,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-11-25,367,3800031829,7,6,6,20.3,2.9,3.29,1,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-02,367,1111085319,17,16,16,28.05,1.65,1.88,0,0,1,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-02,367,1111085350,15,15,14,35.55,2.37,2.37,0,0,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-02,367,1600027527,14,14,14,35.42,2.53,3.29,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-02,367,1600027528,19,15,7,87.21,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-02,367,1600027564,37,30,27,83.99,2.27,3.05,0,0,1,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-02,367,3000006340,5,5,3,13.7,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-12-02,367,3800031829,36,32,15,105.84,2.94,3.29,0,0,1,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-09,367,1111085319,15,14,14,28.2,1.88,1.88,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-09,367,1111085350,39,34,34,78.39,2.01,2.37,1,1,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-09,367,1600027527,21,20,20,59.01,2.81,3.29,0,0,1,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-09,367,1600027528,16,13,10,73.44,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-09,367,1600027564,21,20,17,65.73,3.13,3.13,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-09,367,3000006340,12,12,10,32.88,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-12-09,367,3800031829,25,19,12,82.25,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-16,367,1111085319,9,8,8,16.83,1.87,1.87,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-16,367,1111085350,37,30,29,74,2,2.37,0,1,0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-16,367,1600027527,19,19,19,56.05,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-16,367,1600027528,27,20,10,123.93,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-16,367,1600027564,25,22,20,75.75,3.03,3.03,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-16,367,3000006340,2,2,2,5.48,2.74,2.74,0,0,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-12-16,367,3800031829,23,20,6,75.67,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-23,367,1111085319,3,3,3,5.67,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-23,367,1111085350,18,14,14,35.64,1.98,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-23,367,1600027527,10,10,10,29.5,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-23,367,1600027528,19,17,8,87.21,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-23,367,1600027564,15,14,14,49.35,3.29,3.29,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-23,367,3000006340,17,15,15,32.81,1.93,2.74,1,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-12-23,367,3800031829,8,7,3,26.32,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-30,367,1111085319,10,9,9,18.9,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-30,367,1111085350,4,4,4,8,2,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2009-12-30,367,1600027527,12,12,11,35.4,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-30,367,1600027528,31,22,13,142.29,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-30,367,1600027564,16,15,12,49.28,3.08,3.08,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2009-12-30,367,3000006340,9,8,8,17.82,1.98,2.74,1,1,0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL
2009-12-30,367,3800031829,12,11,8,39.48,3.29,3.29,0,0,0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL
2010-01-06,367,1111085319,12,11,11,22.68,1.89,1.89,0,0,0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-06,367,1111085350,18,14,14,36.18,2.01,2.37,0,0,1,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL
2010-01-06,367,1600027527,10,10,10,26.6,2.66,2.66,0,0,0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
2010-01-06,367,1600027528,20,17,12,91.8,4.59,4.59,0,0,0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL
