,id,country,shipment_mode,scheduled_delivery_date,sub_classification,vendor,item_id,item_description,brand,line_item_quantity,line_item_value,unit_price,weight_kilograms,freight_cost_usd,line_item_insurance_usd,item_insurance_rp_mean,item_insurance_rp_kNN,line_item_quantity_norm,line_item_quantity_z,line_item_value_norm,line_item_value_z,line_item_value_log,line_item_value_sqrt,line_item_value_boxcox,Air,Air Charter,Ocean,Truck,missing,weight_category
2480,12622,Mozambique,Air,2007-03-29,Pediatric,SCMS from RDC,SKU0048,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,7707,18805.08,0.01,,2123.04,,240.11762578459656,22.805,0.012429072351846296,-0.26540413295797405,0.0031594607410657116,-0.40211027308504,9.841935500789475,137.13161561069717,17.55810527841868,1,0,0,0,0,
2481,12625,Nigeria,missing,2006-09-20,HIV test,SCMS from RDC,SKU0016,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,50000,67500.0,0.07,712.0,,,240.11762578459656,128.345,0.0806438085284146,0.7909885223112163,0.01134074409797435,-0.261084965362044,11.119897691565697,259.8076211353316,21.530532406952506,0,0,0,0,1,heavy
2482,12628,Zambia,missing,2007-03-28,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,16033,260536.25,0.54,536.0,3807.29,,240.11762578459656,375.64,0.02585814792950945,-0.057437678751101076,0.043772962066605484,0.2979671197002823,12.4705011241947,510.4275168914779,26.37031627684562,0,0,0,0,1,heavy
2483,12630,Mozambique,Air,2007-05-04,Pediatric,SCMS from RDC,SKU0062,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Stocrin/Sustiva,3756,12845.52,0.11,,679.6,,240.11762578459656,16.865000000000002,0.006056471149906935,-0.36409203357908326,0.002158188964820911,-0.4193697486708641,9.460828236525165,113.33807833204162,16.475887250763193,1,0,0,0,0,
2484,12631,Zambia,missing,2007-05-04,HIV test,SCMS from RDC,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,600,48000.0,0.8,,,,240.11762578459656,78.0,0.0009661321488133832,-0.4429224598914651,0.008064529136337316,-0.3175588953037796,10.778977123006351,219.08902300206645,20.41656533189422,0,0,0,0,1,
2485,12632,Zambia,missing,2007-04-27,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,43470,155187.9,0.06,4398.0,18137.64,,240.11762578459656,318.20500000000004,0.07011151648876286,0.6278824754734935,0.02607327794077087,-0.007132128370355878,11.952398363554977,393.93895466175974,24.429732512921504,0,0,0,0,1,super-heavy
2486,12633,Zambia,missing,2007-04-26,Pediatric,SCMS from RDC,SKU0062,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Stocrin/Sustiva,1030,3574.1,0.12,48.0,574.56,,240.11762578459656,7.359999999999999,0.001659682773170236,-0.4321819391961786,0.0006004881997121501,-0.44622069859601304,8.18174842676487,59.78377706368175,13.153129514744588,0,0,0,0,1,light
2487,12635,Zambia,missing,2007-05-16,Adult,SCMS from RDC,SKU0021,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Viread,4165,70805.0,0.57,265.0,1483.3,,240.11762578459656,135.14499999999998,0.0067161506972603134,-0.3538760499410084,0.01189602053121591,-0.25151335826166266,11.167699021853803,266.092089322475,21.690033027009306,0,0,0,0,1,medium
2488,12637,Rwanda,Air,2007-04-19,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,38463,383860.74,0.17,3450.0,20896.5,,240.11762578459656,732.605,0.062035683986077374,0.5028178542611691,0.06449283587554173,0.6551270483341425,12.858037714652216,619.5649602745461,27.894611072858428,1,0,0,0,0,super-heavy
2489,12638,Zambia,missing,2007-05-15,Adult,SCMS from RDC,SKU0080,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Viracept,864,70346.88,0.3,,,,240.11762578459656,92.81,0.0013919399739999161,-0.4363282797436613,0.011819051321050518,-0.25284011912242715,11.161207927049375,265.2298625720716,21.66832552491311,0,0,0,0,1,
2490,12639,Nigeria,missing,2007-05-24,HIV test,SCMS from RDC,SKU0016,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,6000,162000.0,1.35,1833.0,9666.0,,240.11762578459656,228.73,0.009675837663992465,-0.3080415023227509,0.027217785835138442,0.012596387432520919,11.995357787034976,402.49223594996215,24.586538257307605,0,0,0,0,1,super-heavy
2491,12641,Zambia,missing,2007-03-26,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,3334,11035.54,0.06,179.0,1170.16,,240.11762578459656,20.71,0.005375823792979978,-0.3746327306335272,0.0018540923721919983,-0.4246116298870662,9.308966864912124,105.0501784862834,16.05692520398309,0,0,0,0,1,medium
2492,12644,Tanzania,Air,2007-04-13,HIV test,SCMS from RDC,SKU0009,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,100,3200.0,1.6,66.0,1004.6,,240.11762578459656,5.12,0.00015967793444494983,-0.4554114374441238,0.0005376352757558211,-0.447304129221203,8.071218539969863,56.568542494923804,12.886990442539183,1,0,0,0,0,light
2493,12646,Mozambique,Air,2007-05-04,Adult,SCMS from RDC,SKU0080,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Viracept,2579,205288.4,0.29,663.0,1824.11,,240.11762578459656,291.53000000000003,0.004158077929283643,-0.3934910867380419,0.03449071423233478,0.13796387814481978,12.232175969915657,453.0876294934568,25.464143758423656,1,0,0,0,0,heavy
2494,12648,Côte d'Ivoire,missing,2007-04-30,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,8148,132405.0,0.54,743.0,2660.0,,240.11762578459656,186.94,0.013140364968919254,-0.25438885475652906,0.022245499589515466,-0.07311366162520552,11.793628238678794,363.87497852971427,23.856487136035526,0,0,0,0,1,heavy
2495,12649,Côte d'Ivoire,missing,2007-04-30,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,9000,67500.0,0.12,974.0,3166.0,,240.11762578459656,107.79499999999999,0.014514562950203065,-0.23310763700679862,0.01134074409797435,-0.261084965362044,11.119897691565697,259.8076211353316,21.530532406952506,0,0,0,0,1,heavy
2496,12654,Tanzania,Air,2007-07-06,HIV test,SCMS from RDC,SKU0019,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,1539,30780.0,0.8,,,,240.11762578459656,63.349999999999994,0.002480653163397301,-0.41946816004757204,0.005171379308676304,-0.36742971959078924,10.334652895494106,175.44229820656136,19.025016488405683,1,0,0,0,0,
2497,12656,Côte d'Ivoire,missing,2007-06-15,Adult,SCMS from RDC,SKU0080,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Viracept,460,37453.2,0.3,,,,240.11762578459656,46.34,0.0007403249687902219,-0.44641937360620954,0.006292550471855599,-0.3481034719350359,10.530874132189787,193.5282925052562,19.631313300784186,0,0,0,0,1,
2498,12658,Mozambique,Air,2007-06-20,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,62000,458800.0,0.12,5778.0,20299.0,734.08,734.08,734.08,0.09999870967325701,1.0907239835750255,0.07708345766149084,0.8721585621354508,13.036371843833932,677.3477688750439,28.617801299017703,1,0,0,0,0,super-heavy
2499,12659,Côte d'Ivoire,missing,2007-05-18,HIV test,SCMS from RDC,SKU0025,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,160,12160.0,1.9,173.0,1754.0,,240.11762578459656,21.98,0.0002564524401691618,-0.4539127601378048,0.00204301404787212,-0.4213550824377183,9.405989388981,110.27239001672177,16.323801134624755,0,0,0,0,1,medium
2500,12661,Côte d'Ivoire,missing,2007-06-21,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,35074,374590.32,0.18,3116.0,1478.0,,240.11762578459656,629.235,0.05656953732108813,0.41816756440924824,0.06293530312145665,0.6282789945079649,12.833590897340857,612.0378419673084,27.79655546697467,0,0,0,0,1,super-heavy
2501,12662,Côte d'Ivoire,missing,2007-06-08,Adult,SCMS from RDC,SKU0021,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Viread,621,10557.0,0.57,40.0,1388.0,,240.11762578459656,15.77,0.0010000032258168576,-0.44239792283425344,0.0017736923769231885,-0.4259975290888261,9.264639145383562,102.74726273726225,15.935923443291705,0,0,0,0,1,light
2502,12663,Tanzania,Air,2007-07-13,HIV test,SCMS from RDC,SKU0024,"HIV 1/2, Capillus HIV Kit, 100 Tests",Capillus,2000,278000.0,1.39,1415.0,4458.0,444.8,444.8,444.8,0.003224203949044997,-0.4079533227440207,0.046707064581286956,0.34854386811156357,12.535379989788607,527.2570530585627,26.62107293872251,1,0,0,0,0,super-heavy
2503,12664,Tanzania,Air,2007-08-13,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,3149,51202.74,0.54,,,81.92,81.92,81.92,0.005077435733663657,-0.37925365232801095,0.008602624762298002,-0.3082834432842107,10.843567855234806,226.28022450050733,20.62447625778621,1,0,0,0,0,
2504,12665,Rwanda,Air,2007-07-26,Pediatric,SCMS from RDC,SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,50,2055.0,0.14,50.0,661.06,3.29,3.29,3.29,7.903251300810648e-05,-0.4566603351993897,0.00034526265364944137,-0.45062016254342285,7.628517626575055,45.332107826572546,11.852353154713487,1,0,0,0,0,light
2505,12666,Côte d'Ivoire,missing,2007-08-03,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,3090,127122.6,0.34,650.0,2457.0,203.4,203.4,203.4,0.004982274136368182,-0.38072735167922467,0.021357998158061546,-0.08841201483157599,11.752915120507526,356.542564078961,23.711069456846335,0,0,0,0,1,heavy
2506,12667,Côte d'Ivoire,missing,2007-08-14,Pediatric,SCMS from RDC,SKU0005,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,5076,20050.2,0.02,,,32.08,32.08,32.08,0.0081855102758396,-0.3311211328400642,0.0033686546268623012,-0.39850428233380636,9.906044281317818,141.59872880785335,17.744575311491985,0,0,0,0,1,
2507,12669,Côte d'Ivoire,missing,2007-07-10,HIV test - Ancillary,SCMS from RDC,SKU0109,"HIV, Pepti-LAV 1|2 (HIV-1|2 Ab differenciation, Immuno-Blot)",Pepti-LAV,2,477.3,238.65,6.0,1356.0,0.76,0.76,0.76,1.612908428736867e-06,-0.4578592770444449,8.01916615994542e-05,-0.455189337890555,6.170238150686251,21.847196616499794,8.774194102675676,0,0,0,0,1,light
2508,12670,Côte d'Ivoire,Air,2007-08-21,Adult,SCMS from RDC,SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,3200,114560.0,0.6,,,183.3,183.3,183.3,0.005159694063529237,-0.37797977661763976,0.019247342872058395,-0.12479454776932204,11.648862711206654,338.4671328208989,23.34231458212216,1,0,0,0,0,
2509,12671,Côte d'Ivoire,missing,2007-08-03,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,22047,67022.88,0.05,1057.0,3348.0,107.24,107.24,107.24,0.03555817921993297,0.092779743252278,0.011260582678359159,-0.26246675210326453,11.112804252781777,258.8877749141508,21.506933613813526,0,0,0,0,1,super-heavy
2510,12672,Rwanda,Air,2007-08-02,HIV test,SCMS from RDC,SKU0013,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",First Response,2034,33561.0,0.55,768.0,4465.1,53.7,53.7,53.7,0.0032790428356220505,-0.4071040722704399,0.005638617965512847,-0.35937566835140633,10.421149753561107,183.1966156892643,19.290695148241106,1,0,0,0,0,heavy
2511,12673,Mozambique,Air,2007-10-10,Pediatric,SCMS from RDC,SKU0071,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Generic,1020,21930.0,0.09,,,35.09,35.09,35.09,0.0016435536888828673,-0.4324317187472318,0.0036844817491641113,-0.3930601954874231,9.995656440007505,148.08781178746617,18.007401557164542,1,0,0,0,0,
2512,12675,Côte d'Ivoire,missing,2007-07-18,Adult,SCMS from RDC,SKU0027,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Invirase,36,2831.04,0.29,,,4.53,4.53,4.53,5.6451795005790344e-05,-0.45701002657086415,0.0004756459284611749,-0.44837267389768004,7.948752579007649,53.207518265748874,12.595802050416497,0,0,0,0,1,
2513,12676,Côte d'Ivoire,missing,2007-07-18,HIV test,SCMS from RDC,SKU0086,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests",Bioline,167,3340.0,0.67,67.0,1439.0,5.34,5.34,5.34,0.0002677427991703199,-0.45373791445206757,0.0005611568190701383,-0.44689867536521105,8.114025442356757,57.79273310719956,12.98968569221008,0,0,0,0,1,light
2514,12680,Namibia,missing,2007-09-07,HIV test,SCMS from RDC,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,300,24000.0,0.8,,,38.4,38.4,38.4,0.0004822596201923232,-0.4504158464230603,0.004032264568168658,-0.387065270616685,10.085850775128717,154.91933384829667,18.27451946589862,0,0,0,0,1,
2515,12682,Tanzania,missing,2007-09-10,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,8000,130080.0,0.54,,,208.13,208.13,208.13,0.012901654521466199,-0.25808559211211607,0.021854873959474126,-0.07984709173364324,11.775912612328964,360.6660505231952,23.793132403556193,0,0,0,0,1,
2516,12683,Tanzania,missing,2007-09-10,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,4155,170770.5,0.34,,,273.23,273.23,273.23,0.006700021612972945,-0.3541258294920616,0.028691326518268577,0.03799662346093078,12.048081684586926,413.24387472774475,24.779983437200915,0,0,0,0,1,
2517,12684,Tanzania,missing,2007-09-10,Pediatric,SCMS from RDC,SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,147,6041.7,0.14,,,9.67,9.67,9.67,0.00023548463059558256,-0.4542374735541739,0.0010150722017293575,-0.4390742847742578,8.706606210912796,77.72837319795134,14.461242985094655,0,0,0,0,1,
2518,12685,Mozambique,Air,2007-09-21,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,2933,49127.75,0.56,,,78.6,78.6,78.6,0.004729047513056494,-0.3846488906307595,0.008254003568285324,-0.3142928196888159,10.80219968213599,221.6478062151755,20.491149228925398,1,0,0,0,0,
2519,12686,Mozambique,Air,2007-09-21,Pediatric,SCMS from RDC,SKU0071,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Generic,59,1241.95,0.09,,,1.99,1.99,1.99,9.354868886673828e-05,-0.45643553360344186,0.0002086612908515444,-0.4529748358120961,7.12524286544019,35.24131098583025,10.73476166483915,1,0,0,0,0,
2520,12688,Côte d'Ivoire,missing,2007-08-30,Adult,SCMS from RDC,SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,6000,165180.0,0.46,,,264.29,264.29,264.29,0.009675837663992465,-0.3080415023227509,0.027752060890420788,0.021805982161480882,12.014797121348078,406.42342452176644,24.657733299322725,0,0,0,0,1,
2521,12690,Zimbabwe,Truck,2007-09-18,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,1560,14820.0,0.16,90.0,1106.0,23.71,23.71,23.71,0.0025145242404007754,-0.41894362299036036,0.0024899233708441464,-0.4136514591738713,9.603800372956915,121.73742234826561,16.876662625159607,0,0,0,1,0,light
2522,12691,Zimbabwe,Truck,2007-09-18,Adult,SCMS from RDC,SKU0098,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Generic,1600,3200.0,0.07,,,5.12,5.12,5.12,0.00257904057755025,-0.41794450478614764,0.0005376352757558211,-0.447304129221203,8.071218539969863,56.568542494923804,12.886990442539183,0,0,0,1,0,
2523,12694,Uganda,missing,2007-10-16,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,1350,12825.0,0.16,80.0,739.0,20.52,20.52,20.52,0.0021758134703660334,-0.424188993562477,0.0021547413786151266,-0.41942917662175655,9.459229639708807,113.24751652906124,16.471441043939397,0,0,0,0,1,light
2524,12710,Côte d'Ivoire,missing,2007-09-14,Pediatric,SCMS from RDC,SKU0071,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Generic,1500,24750.0,0.07,,,39.6,39.6,39.6,0.0024177497346765634,-0.4204423002966794,0.004158272835923928,-0.3848931963881567,10.11662117122102,157.32132722552274,18.36624613262082,0,0,0,0,1,
2525,12711,Ethiopia,missing,2007-09-04,Pediatric,SCMS from RDC,SKU0001,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,10336,64083.2,0.03,,,102.53,102.53,102.53,0.016669408610995518,-0.19973708898609452,0.010766684032286072,-0.2709803563274246,11.067953122665548,253.14659784401607,21.35813903997242,0,0,0,0,1,
2526,12712,Ethiopia,missing,2007-09-04,Pediatric,SCMS from RDC,SKU0001,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,12512,77574.4,0.03,,,124.12,124.12,124.12,0.020179097351926942,-0.14538505867692378,0.013033354354872614,-0.23190850588486345,11.259005645603642,278.5218124312708,21.99700043646224,0,0,0,0,1,
2527,12714,Zambia,missing,2007-08-31,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,4078,167605.8,0.34,885.0,4119.6,268.17,268.17,268.17,0.0065758276639602065,-0.356049132035171,0.028159622031648436,0.028831339046232758,12.029376038999429,409.39687346143717,24.711225734900125,0,0,0,0,1,heavy
2528,12715,Côte d'Ivoire,missing,2007-09-12,Adult,SCMS from RDC,SKU0027,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Invirase,7,550.48,0.29,,,0.88,0.88,0.88,9.677450572421201e-06,-0.45773438726891835,9.248670831189512e-05,-0.45497740136783,6.312605573303428,23.46231020168304,9.053781248153062,0,0,0,0,1,
2529,12716,Zambia,missing,2007-11-12,Pediatric,SCMS from RDC,SKU0001,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,10996,68175.2,0.03,3967.0,13094.92,109.08,109.08,109.08,0.01773392817396185,-0.183251638616585,0.011454185141158828,-0.2591295193365743,11.129850809319056,261.1038107726503,21.563675449993973,0,0,0,0,1,super-heavy
2530,12718,Haiti,missing,2007-10-06,HIV test,SCMS from RDC,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,600,43200.0,0.72,137.0,1732.74,69.12,69.12,69.12,0.0009661321488133832,-0.4429224598914651,0.007258076222703584,-0.3314601703663607,10.673618922112436,207.84609690826528,20.080528837203442,0,0,0,0,1,medium
2531,12723,Zambia,missing,2007-10-17,HIV test - Ancillary,SCMS from RDC,SKU0022,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,872,8.72,0.0,,,0.01,0.01,0.01,0.001404843241429811,-0.43612845610281875,1.4650561264346124e-06,-0.45654639194656,2.2741856184723477,2.95296461204668,2.578210937877021,0,0,0,0,1,
2532,12724,Nigeria,Air,2007-09-20,Pediatric,SCMS from RDC,SKU0001,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,1622,10056.4,0.03,,,16.09,16.09,16.09,0.0026145245629824614,-0.41739498977383066,0.0016895860584721372,-0.4274473162338945,9.216063960945778,100.2816034973514,15.80399165658907,1,0,0,0,0,
2533,12729,Mozambique,Air,2007-11-29,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,37300,463266.0,0.41,,,741.23,741.23,741.23,0.0601598714834564,0.47376849247368485,0.07783379489321757,0.885092540141594,13.046058840721985,680.6364668455548,28.657485290427946,1,0,0,0,0,
2534,12734,Côte d'Ivoire,Air,2007-11-13,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,6,48.9,0.14,,,0.08,0.08,0.08,8.064542143684334e-06,-0.45775936522402366,8.215739057643641e-06,-0.45643002668989036,3.910021002757473,6.992853494818835,4.866512927723139,1,0,0,0,0,
2535,12735,Zimbabwe,Air,2007-11-16,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,22,162.8,0.12,,,0.26,0.26,0.26,3.38710770034742e-05,-0.4573597179423386,2.73521946540774e-05,-0.4561001610170512,5.098646171418969,12.759310326189265,6.802359827228194,1,0,0,0,0,
2536,12736,Côte d'Ivoire,Air,2008-02-19,Adult,SCMS from RDC,SKU0098,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Generic,44000,88000.0,0.07,,,140.8,140.8,140.8,0.0709663579559934,0.6411207916793117,0.01478497008328508,-0.20171493644893732,11.385103457032141,296.6479394838265,22.425947678248146,1,0,0,0,0,
2537,12737,Côte d'Ivoire,Air,2008-03-06,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,44400,328560.0,0.12,,,525.7,525.7,525.7,0.07161152132748816,0.6511119737214387,0.05520170193822893,0.49497063210408426,12.702477792209933,573.2015352386977,27.275064124062357,1,0,0,0,0,
2538,12738,Guyana,Air,2007-11-07,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,986,81049.2,0.68,,,129.68,129.68,129.68,0.001588714802305814,-0.43328096922081255,0.013617159059933966,-0.22184514117914328,11.302823994773362,284.6914118831125,22.145394807987177,1,0,0,0,0,
2539,12739,Côte d'Ivoire,Air,2007-11-22,Pediatric,SCMS from RDC,SKU0071,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Generic,96,2400.0,0.1,,,3.84,3.84,3.84,0.00015322630073000236,-0.45551134926454506,0.0004032264568168658,-0.4496210083982998,7.783640596221253,48.98979485566356,12.209268315423097,1,0,0,0,0,
2540,12740,Zambia,missing,2007-11-21,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,18974,140407.6,0.12,1928.0,7194.3,224.65,224.65,224.65,0.030601711618424576,0.01602248721363751,0.02359002460756657,-0.04993733999691148,11.852312022259179,374.71002121640674,24.06722142593874,0,0,0,0,1,super-heavy
2541,12741,Haiti,Air,2007-12-05,Pediatric,SCMS from RDC,SKU0066,"Efavirenz 200mg, capsule, 90 Caps",Generic,500,8000.0,0.18,,,12.8,12.8,12.8,0.0008048413059396966,-0.44542025540199687,0.0013440881893895527,-0.4334028541586219,8.987321812850125,89.44271909999159,15.191951063307892,1,0,0,0,0,
2542,12742,Haiti,Air,2007-12-05,Pediatric,SCMS from RDC,SKU0065,"Zidovudine 100mg, capsules, 100 Caps",Generic,480,2635.2,0.05,,,4.22,4.22,4.22,0.0007725831373649592,-0.4459198145041032,0.0004427426495849186,-0.44893984592023334,7.8770937652783655,51.33419912689785,12.427197977323482,1,0,0,0,0,
2543,12748,Côte d'Ivoire,Air,2007-11-30,Adult,SCMS from RDC,SKU0078,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Trizivir,488,34160.0,1.17,,,54.66,54.66,54.66,0.0007854864047948542,-0.44571999086326064,0.00573925656869339,-0.3576409050675551,10.438839921478715,184.82424083436675,19.345337971753263,1,0,0,0,0,
2544,12749,Côte d'Ivoire,Air,2007-12-18,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,403,16563.3,0.34,88.0,1603.44,26.5,26.5,26.5,0.0006483891883522205,-0.44784311704721264,0.002782816988414497,-0.4086026898370802,9.7150050560687,128.698484839566,17.192700524192507,1,0,0,0,0,light
2545,12751,Nigeria,Air,2007-12-03,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,645,2134.95,0.06,,,3.42,3.42,3.42,0.0010387130281065422,-0.4417984519117258,0.00035869513499215316,-0.4503886194306617,7.666666791566408,46.20551915085469,11.93957445283179,1,0,0,0,0,
2546,12752,Nigeria,Air,2007-12-03,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,1542,11565.0,0.12,,,18.5,18.5,18.5,0.002485491888683512,-0.41939322618225605,0.0019430474887862721,-0.4230782613256841,9.355825038718164,107.54068997360952,16.185466534338786,1,0,0,0,0,
2547,12753,Mozambique,Air,2008-02-08,Adult,SCMS from RDC,SKU0056,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Norvir,210,8055.6,0.46,63.0,740.16,12.89,12.89,12.89,0.0003370978616060052,-0.4526638623825389,0.0013534296023058102,-0.43324183105581365,8.994246910274455,89.75299437901779,15.210259046464133,1,0,0,0,0,light
2548,12754,Côte d'Ivoire,Air,2007-12-14,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,40000,296000.0,0.12,4026.0,13325.0,473.6,473.6,473.6,0.06451472424104594,0.541208971258042,0.04973126300741345,0.40067364959624263,12.598118111678868,544.0588203494177,26.865234440312868,1,0,0,0,0,super-heavy
2549,12755,Nigeria,Air,2008-01-09,HIV test,SCMS from RDC,SKU0025,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,375,28500.0,1.9,411.0,3147.0,45.6,45.6,45.6,0.0006032277523475882,-0.44854249979016153,0.004788314174700281,-0.37403282524551523,10.25769445336048,168.81943016134133,18.790715414093885,1,0,0,0,0,medium
2550,12756,Nigeria,Air,2008-01-09,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,125,1018.75,0.14,,,1.63,1.63,1.63,0.0002000006451633715,-0.45478698856649086,0.00017116123036757584,-0.4536212451025061,6.927312778197668,31.917863337009262,10.311625765058077,1,0,0,0,0,
2551,12759,Ethiopia,Air,2007-12-20,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,9691,92064.5,0.16,899.0,6483.0,147.3,147.3,147.3,0.01562908267446024,-0.21584787002902428,0.01546785088900681,-0.18994374217979967,11.430255559232101,303.4213242341415,22.5809693410639,1,0,0,0,0,heavy
2552,12760,Mozambique,Air,2008-04-08,Adult,SCMS from RDC,SKU0078,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Trizivir,2067,144690.0,1.17,,,231.5,231.5,231.5,0.003332268813770367,-0.40627979975196443,0.024309515015346797,-0.037535085761912085,11.88235571303491,380.38138755727783,24.175627397122692,1,0,0,0,0,
2553,12761,Uganda,missing,2008-03-11,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,1860,13764.0,0.12,192.0,1617.52,22.02,22.02,22.02,0.0029983967690218358,-0.4114502364587651,0.0023125037298447255,-0.41670973968763914,9.529884417576708,117.32007500849971,16.668690028269282,0,0,0,0,1,medium
