WEEK_END_DATE,STORE_NUM,STORE_CITY,UPC,UNITS,VISITS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,
2017-12-02,623,Ottawa,1600027564,55,46,129.8,2.36,3.19,1,0,
2017-12-02,623,Ottawa,2840002333,7,7,20.23,2.89,2.89,0,0,
2017-12-02,623,Ottawa,2840004768,8,8,23.12,2.89,2.89,0,0,
2017-12-02,623,Ottawa,2840004770,4,4,11.56,2.89,2.89,0,0,
2017-12-02,623,Ottawa,3000006340,2,2,5.42,2.71,2.71,0,0,
2017-12-02,623,Ottawa,3000006560,20,20,51.6,2.58,2.58,0,0,
2017-12-02,623,Ottawa,3000006610,12,12,30.96,2.58,2.58,0,0,
2017-12-02,623,Ottawa,3700044982,2,2,8.94,4.47,5.45,0,0,
2017-12-02,623,Ottawa,3800031829,32,29,80.32,2.51,2.88,1,0,
2017-12-02,623,Ottawa,3800031838,60,56,148.8,2.48,2.8,1,1,
2017-12-02,623,Ottawa,3800039118,52,50,130.52,2.51,2.98,1,1,
2017-12-02,623,Ottawa,4116709428,1,1,4.99,4.99,4.99,0,0,
2017-12-02,623,Ottawa,4116709448,1,1,4.99,4.99,4.99,0,0,
2017-12-02,623,Ottawa,7192100336,19,17,105.45,5.55,6.59,1,0,
2017-12-02,623,Ottawa,7192100337,12,12,65.88,5.49,6.59,1,0,
2017-12-02,623,Ottawa,7192100339,22,19,120.78,5.49,6.59,1,0,
2017-12-02,623,Ottawa,7218063052,5,5,32.45,6.49,6.49,0,0,
2017-12-02,623,Ottawa,7218063979,2,2,12.98,6.49,6.49,0,0,
2017-12-02,623,Ottawa,7218063983,4,3,25.96,6.49,6.49,0,0,
2017-12-02,623,Ottawa,7797502248,4,2,7.16,1.79,2.24,0,0,
2017-12-02,623,Ottawa,7797508004,7,6,20.93,2.99,2.99,0,0,
2017-12-02,623,Ottawa,7797508006,4,4,11.96,2.99,2.99,0,0,
2017-12-02,623,Ottawa,31254742725,6,6,17.94,2.99,4.59,0,1,
2017-12-02,623,Ottawa,31254742835,3,3,14.37,4.79,4.79,0,0,
2017-12-02,623,Ottawa,88491201426,31,27,104.47,3.37,3.37,0,0,
2017-12-02,623,Ottawa,88491201427,25,22,84.25,3.37,3.37,0,0,
2017-12-02,623,Ottawa,88491212971,12,12,30,2.5,2.5,0,0,
2017-12-09,367,Montreal,1111009477,27,21,33.75,1.25,1.49,0,0,
2017-12-09,367,Montreal,1111009497,21,19,26.04,1.24,1.48,0,0,
2017-12-09,367,Montreal,1111009507,12,12,14.76,1.23,1.49,0,0,
2017-12-09,367,Montreal,1111035398,2,2,6.12,3.06,3.06,0,0,
2017-12-09,367,Montreal,1111038078,6,6,9.3,1.55,1.55,0,0,
2017-12-09,367,Montreal,1111038080,5,5,7.9,1.58,1.58,0,0,
2017-12-09,367,Montreal,1111085319,15,14,28.2,1.88,1.88,0,0,
2017-12-09,367,Montreal,1111085345,23,26,43.93,1.91,1.91,0,0,
2017-12-09,367,Montreal,1111085350,39,34,78.39,2.01,2.37,1,1,
2017-12-09,367,Montreal,1111087395,13,10,63.44,4.88,4.88,0,0,
2017-12-09,367,Montreal,1111087396,8,8,39.04,4.88,4.88,0,0,
2017-12-09,367,Montreal,1111087398,7,6,34.23,4.89,4.89,0,0,
2017-12-09,367,Montreal,1600027527,21,20,59.01,2.81,3.29,0,0,
2017-12-09,367,Montreal,1600027528,16,13,73.44,4.59,4.59,0,0,
2017-12-09,367,Montreal,1600027564,21,20,65.73,3.13,3.13,0,0,
2017-12-09,367,Montreal,2840004770,2,2,5.78,2.89,2.89,0,0,
2017-12-09,367,Montreal,3000006340,12,12,32.88,2.74,2.74,0,0,
2017-12-09,367,Montreal,3000006560,24,23,62.16,2.59,2.59,0,0,
2017-12-09,367,Montreal,3000006610,25,24,64.75,2.59,2.59,0,0,
2017-12-09,367,Montreal,3700031613,2,2,8.38,4.19,4.19,0,0,
2017-12-09,367,Montreal,3800031829,25,19,82.25,3.29,3.29,0,0,
2017-12-09,367,Montreal,3800031838,61,54,107.97,1.77,3.19,1,0,
2017-12-09,367,Montreal,3800039118,91,77,152.88,1.68,3.19,1,0,
2017-12-09,367,Montreal,4116709428,2,2,7.38,3.69,4.59,0,0,
2017-12-09,367,Montreal,7027316204,9,6,16.47,1.83,1.83,0,0,
2017-12-09,367,Montreal,7027316404,16,10,26.4,1.65,2.47,0,1,
2017-12-09,367,Montreal,7192100337,15,14,104.85,6.99,6.99,0,0,
2017-12-09,367,Montreal,7192100339,4,3,27.96,6.99,6.99,0,0,
2017-12-09,367,Montreal,7218063052,4,4,25.52,6.38,6.38,0,0,
2017-12-09,367,Montreal,7218063979,2,2,12.76,6.38,6.38,0,0,
2017-12-09,367,Montreal,7218063983,2,2,12.76,6.38,6.38,0,0,
2017-12-09,367,Montreal,7797502248,9,7,17.91,1.99,2.49,0,0,
2017-12-09,367,Montreal,7797508006,3,3,8.97,2.99,2.99,0,0,
2017-12-09,367,Montreal,31254742725,2,2,5.98,2.99,3.99,0,0,
2017-12-09,367,Montreal,31254742835,1,1,4.99,4.99,4.99,0,0,
2017-12-09,367,Montreal,88491201426,17,12,55.93,3.29,3.29,0,0,
2017-12-09,367,Montreal,88491201427,7,7,23.03,3.29,3.29,0,0,
2017-12-09,367,Montreal,88491212971,115,96,231.15,2.01,2.6,1,1,
2017-12-09,389,Laval,1111009477,110,88,136.4,1.24,1.47,0,1,
2017-12-09,389,Laval,1111009497,68,59,84.32,1.24,1.49,0,0,
2017-12-09,389,Laval,1111009507,64,58,80,1.25,1.45,0,1,
2017-12-09,389,Laval,1111038078,12,10,18.96,1.58,1.58,0,0,
2017-12-09,389,Laval,1111038080,8,8,12.64,1.58,1.58,0,0,
2017-12-09,389,Laval,1111085319,46,40,86.94,1.89,1.89,0,0,
2017-12-09,389,Laval,1111085345,70,57,130.9,1.87,1.87,0,0,
2017-12-09,389,Laval,1111085350,149,119,295.02,1.98,2.33,1,1,
2017-12-09,389,Laval,1111087395,8,8,39.04,4.88,4.88,0,0,
2017-12-09,389,Laval,1111087396,4,4,19.08,4.77,4.77,0,0,
2017-12-09,389,Laval,1111087398,22,21,105.16,4.78,4.78,0,0,
2017-12-09,389,Laval,1600027527,69,63,191.13,2.77,2.77,0,0,
2017-12-09,389,Laval,1600027528,42,36,192.78,4.59,4.59,0,0,
2017-12-09,389,Laval,1600027564,66,56,184.14,2.79,3.29,0,0,
2017-12-09,389,Laval,2840002333,19,16,54.91,2.89,2.89,0,0,
2017-12-09,389,Laval,2840004768,22,22,63.58,2.89,2.89,0,0,
2017-12-09,389,Laval,2840004770,14,14,40.46,2.89,2.89,0,0,
2017-12-09,389,Laval,3000006340,26,26,75.92,2.92,2.92,0,0,
2017-12-09,389,Laval,3000006560,32,30,82.88,2.59,2.59,0,0,
2017-12-09,389,Laval,3000006610,29,29,75.11,2.59,2.59,0,0,
2017-12-09,389,Laval,3700019521,5,5,16.45,3.29,3.29,0,0,
2017-12-09,389,Laval,3700031613,3,3,12.57,4.19,4.19,0,0,
2017-12-09,389,Laval,3700044982,2,2,10.98,5.49,5.49,0,0,
2017-12-09,389,Laval,3800031829,75,63,246,3.28,3.28,0,0,
2017-12-09,389,Laval,3800031838,176,133,302.72,1.72,3.19,1,0,
2017-12-09,389,Laval,3800039118,158,125,279.66,1.77,3.17,1,0,
2017-12-09,389,Laval,4116709428,2,2,7.38,3.69,4.59,0,0,
2017-12-09,389,Laval,4116709565,1,1,4.99,4.99,4.99,0,0,
2017-12-09,389,Laval,7027312504,33,19,55.77,1.69,1.69,0,0,
2017-12-09,389,Laval,7027316204,58,36,98.6,1.7,1.9,0,0,
2017-12-09,389,Laval,7027316404,20,16,36.2,1.81,1.81,0,0,
2017-12-09,389,Laval,7110410455,3,2,7.2,2.4,2.4,0,0,
2017-12-09,389,Laval,7110410470,3,3,7.2,2.4,2.4,0,0,
2017-12-09,389,Laval,7110410471,5,5,12,2.4,2.4,0,0,
2017-12-09,389,Laval,7192100336,6,6,39.42,6.57,6.57,0,0,
2017-12-09,389,Laval,7192100337,6,6,41.94,6.99,6.99,0,0,
2017-12-09,389,Laval,7192100339,27,23,186.3,6.9,6.9,0,0,
2017-12-09,389,Laval,7218063052,8,8,51.04,6.38,6.38,0,0,
2017-12-09,389,Laval,7218063979,5,5,31.9,6.38,6.38,0,0,
2017-12-09,389,Laval,7218063983,5,5,31.9,6.38,6.38,0,0,
2017-12-09,389,Laval,7797502248,14,13,27.86,1.99,2.49,0,0,
2017-12-09,389,Laval,7797508004,14,14,41.86,2.99,2.99,0,0,
2017-12-09,389,Laval,7797508006,9,8,26.91,2.99,2.99,0,0,
2017-12-09,389,Laval,31254742725,3,3,9.96,3.32,3.99,0,1,
2017-12-09,389,Laval,31254742735,3,3,14.97,4.99,4.99,0,0,
2017-12-09,389,Laval,31254742835,2,2,9.98,4.99,4.99,0,0,
2017-12-09,389,Laval,88491201426,46,36,151.34,3.29,3.29,0,0,
2017-12-09,389,Laval,88491201427,13,12,44.59,3.43,3.43,0,0,
2017-12-09,389,Laval,88491212971,112,99,222.88,1.99,2.6,1,1,
2017-12-09,623,Ottawa,1111009477,49,45,48.02,0.98,0.99,1,0,
2017-12-09,623,Ottawa,1111009497,32,27,31.36,0.98,0.99,1,0,
2017-12-09,623,Ottawa,1111035398,3,3,9.51,3.17,3.17,0,0,
2017-12-09,623,Ottawa,1111038078,14,9,16.8,1.2,1.55,0,0,
2017-12-09,623,Ottawa,1111038080,8,8,7.92,0.99,1.56,0,1,
2017-12-09,623,Ottawa,1111085319,8,7,14.96,1.87,1.87,0,0,
2017-12-09,623,Ottawa,1111085345,14,13,26.32,1.88,1.88,0,0,
2017-12-09,623,Ottawa,1111085350,24,23,46.56,1.94,2.3,1,0,
2017-12-09,623,Ottawa,1111087395,16,12,52.32,3.27,3.27,0,0,
2017-12-09,623,Ottawa,1111087396,27,20,88.29,3.27,3.27,0,0,
2017-12-09,623,Ottawa,1111087398,29,19,95.7,3.3,3.3,0,0,
2017-12-09,623,Ottawa,1600027527,53,51,147.34,2.78,2.78,0,0,
2017-12-09,623,Ottawa,1600027528,22,22,91.3,4.15,4.15,0,0,
2017-12-09,623,Ottawa,1600027564,33,30,81.84,2.48,3.19,0,0,
2017-12-09,623,Ottawa,2840002333,9,8,26.01,2.89,2.89,0,0,
2017-12-09,623,Ottawa,2840004768,14,13,40.46,2.89,2.89,0,0,
2017-12-09,623,Ottawa,2840004770,6,6,17.34,2.89,2.89,0,0,
2017-12-09,623,Ottawa,3000006340,6,6,16.26,2.71,2.71,0,0,
2017-12-09,623,Ottawa,3000006560,19,19,49.21,2.59,2.59,0,0,
2017-12-09,623,Ottawa,3000006610,14,14,36.26,2.59,2.59,0,0,
2017-12-09,623,Ottawa,3700019521,2,2,6.98,3.49,3.49,0,0,
2017-12-09,623,Ottawa,3700031613,3,3,13.17,4.39,4.39,0,0,
2017-12-09,623,Ottawa,3700044982,2,2,11.38,5.69,5.69,0,0,
2017-12-09,623,Ottawa,3800031829,33,33,95.04,2.88,2.88,0,0,
2017-12-09,623,Ottawa,3800031838,195,151,349.05,1.79,2.8,1,1,
2017-12-09,623,Ottawa,3800039118,182,151,325.78,1.79,2.98,1,1,
2017-12-09,623,Ottawa,4116709428,1,1,4.99,4.99,4.99,0,0,
2017-12-09,623,Ottawa,4116709448,2,2,9.98,4.99,4.99,0,0,
2017-12-09,623,Ottawa,7192100336,20,18,130.8,6.54,6.54,0,0,
2017-12-09,623,Ottawa,7192100337,18,18,117.54,6.53,6.53,0,0,
2017-12-09,623,Ottawa,7192100339,19,19,124.07,6.53,6.53,0,0,
2017-12-09,623,Ottawa,7218063052,4,3,26.76,6.69,6.69,0,0,
2017-12-09,623,Ottawa,7218063979,3,3,19.47,6.49,6.49,0,0,
2017-12-09,623,Ottawa,7218063983,2,2,12.98,6.49,6.49,0,0,
2017-12-09,623,Ottawa,7797502248,7,6,12.53,1.79,2.24,0,0,
2017-12-09,623,Ottawa,7797508004,7,7,20.93,2.99,2.99,0,0,
2017-12-09,623,Ottawa,7797508006,4,4,11.96,2.99,2.99,0,0,
2017-12-09,623,Ottawa,31254742725,8,8,23.92,2.99,4.59,0,0,
2017-12-09,623,Ottawa,31254742735,3,3,14.37,4.79,4.79,0,0,
2017-12-09,623,Ottawa,31254742835,3,2,14.37,4.79,4.79,0,0,
2017-12-09,623,Ottawa,88491201426,23,23,77.51,3.37,3.37,0,0,
2017-12-09,623,Ottawa,88491201427,28,24,94.36,3.37,3.37,0,0,
2017-12-09,623,Ottawa,88491212971,29,27,58.58,2.02,2.5,1,0,
2017-12-16,367,Montreal,1111009477,32,23,40,1.25,1.49,0,1,
2017-12-16,367,Montreal,1111009497,31,23,38.44,1.24,1.48,0,1,
2017-12-16,367,Montreal,1111009507,32,25,39.04,1.22,1.49,0,1,
2017-12-16,367,Montreal,1111038078,5,5,7.75,1.55,1.55,0,0,
2017-12-16,367,Montreal,1111038080,1,1,1.58,1.58,1.58,0,0,
2017-12-16,367,Montreal,1111085319,9,8,16.83,1.87,1.87,0,0,
2017-12-16,367,Montreal,1111085345,22,18,40.7,1.85,1.85,0,0,
2017-12-16,367,Montreal,1111085350,37,30,74,2,2.37,0,1,
2017-12-16,367,Montreal,1111087395,16,14,47.52,2.97,4.88,1,0,
2017-12-16,367,Montreal,1111087396,22,18,62.48,2.84,4.88,1,0,
2017-12-16,367,Montreal,1111087398,18,12,53.28,2.96,4.89,1,0,
2017-12-16,367,Montreal,1600027527,19,19,56.05,2.95,2.95,0,0,
2017-12-16,367,Montreal,1600027528,27,20,123.93,4.59,4.59,0,0,
2017-12-16,367,Montreal,1600027564,25,22,75.75,3.03,3.03,0,0,
2017-12-16,367,Montreal,2840004768,1,1,2.89,2.89,2.89,0,0,
2017-12-16,367,Montreal,2840004770,2,2,5.78,2.89,2.89,0,0,
2017-12-16,367,Montreal,3000006340,2,2,5.48,2.74,2.74,0,0,
2017-12-16,367,Montreal,3000006560,35,33,90.65,2.59,2.59,0,0,
2017-12-16,367,Montreal,3000006610,24,22,62.16,2.59,2.59,0,0,
2017-12-16,367,Montreal,3700019521,1,1,3.49,3.49,3.49,0,0,
2017-12-16,367,Montreal,3700031613,2,2,8.38,4.19,4.19,0,0,
2017-12-16,367,Montreal,3800031829,23,20,75.67,3.29,3.29,0,0,
2017-12-16,367,Montreal,3800031838,10,10,31.9,3.19,3.19,0,0,
2017-12-16,367,Montreal,3800039118,13,13,41.47,3.19,3.19,0,0,
2017-12-16,367,Montreal,4116709448,1,1,4.59,4.59,4.59,0,0,
2017-12-16,367,Montreal,7027316204,11,8,19.69,1.79,1.79,0,0,
2017-12-16,367,Montreal,7027316404,20,14,33,1.65,2.47,0,0,
2017-12-16,367,Montreal,7192100336,5,4,34.95,6.99,6.99,0,0,
2017-12-16,367,Montreal,7192100337,3,3,20.97,6.99,6.99,0,0,
2017-12-16,367,Montreal,7192100339,6,6,41.94,6.99,6.99,0,0,
2017-12-16,367,Montreal,7218063052,4,4,25.52,6.38,6.38,0,0,
2017-12-16,367,Montreal,7218063979,5,4,31.9,6.38,6.38,0,0,
2017-12-16,367,Montreal,7218063983,2,2,13.28,6.64,6.64,0,0,
2017-12-16,367,Montreal,7797502248,3,3,7.47,2.49,2.49,0,0,
2017-12-16,367,Montreal,7797508006,1,1,2.99,2.99,2.99,0,0,
2017-12-16,367,Montreal,31254742725,2,2,7.98,3.99,3.99,0,0,
2017-12-16,367,Montreal,88491201426,13,10,42.77,3.29,3.29,0,0,
2017-12-16,367,Montreal,88491201427,6,6,19.74,3.29,3.29,0,0,
2017-12-16,367,Montreal,88491212971,84,68,168,2,2.6,0,0,
2017-12-16,389,Laval,1111009477,110,97,137.5,1.25,1.47,0,0,
2017-12-16,389,Laval,1111009497,62,55,76.26,1.23,1.49,0,0,
2017-12-16,389,Laval,1111009507,50,41,62.5,1.25,1.45,0,0,
2017-12-16,389,Laval,1111035398,2,2,6.12,3.06,3.06,0,0,
2017-12-16,389,Laval,1111038078,9,8,14.04,1.56,1.56,0,0,
2017-12-16,389,Laval,1111038080,9,9,14.22,1.58,1.58,0,0,
2017-12-16,389,Laval,1111085319,41,38,76.67,1.87,1.87,0,0,
2017-12-16,389,Laval,1111085345,41,33,77.08,1.88,1.88,0,0,
2017-12-16,389,Laval,1111085350,88,72,173.36,1.97,2.33,0,0,
2017-12-16,389,Laval,1111087395,42,34,124.74,2.97,4.88,1,0,
2017-12-16,389,Laval,1111087396,69,56,204.24,2.96,4.77,1,1,
2017-12-16,389,Laval,1111087398,101,83,297.95,2.95,4.78,1,1,
2017-12-16,389,Laval,1600027527,71,67,203.06,2.86,2.86,0,0,
2017-12-16,389,Laval,1600027528,36,32,165.24,4.59,4.59,0,0,
2017-12-16,389,Laval,1600027564,37,34,105.45,2.85,3.29,0,0,
2017-12-16,389,Laval,2840002333,10,9,28.9,2.89,2.89,0,0,
2017-12-16,389,Laval,2840004768,21,23,60.69,2.89,2.89,0,0,
2017-12-16,389,Laval,2840004770,14,13,40.46,2.89,2.89,0,0,
2017-12-16,389,Laval,3000006340,32,30,93.44,2.92,2.92,0,0,
2017-12-16,389,Laval,3000006560,30,30,77.7,2.59,2.59,0,0,
2017-12-16,389,Laval,3000006610,27,27,69.93,2.59,2.59,0,0,
2017-12-16,389,Laval,3500068914,1,1,7.99,7.99,7.99,0,0,
2017-12-16,389,Laval,3700019521,5,5,17.45,3.49,3.49,0,0,
2017-12-16,389,Laval,3700031613,1,1,4.19,4.19,4.19,0,0,
2017-12-16,389,Laval,3700044982,1,1,5.49,5.49,5.49,0,0,
2017-12-16,389,Laval,3800031829,65,63,213.85,3.29,3.29,0,0,
2017-12-16,389,Laval,3800031838,62,54,164.92,2.66,3.19,0,0,
2017-12-16,389,Laval,3800039118,29,28,92.51,3.19,3.19,0,0,
2017-12-16,389,Laval,4116709428,2,2,9.18,4.59,4.59,0,0,
2017-12-16,389,Laval,4116709565,1,1,4.99,4.99,4.99,0,0,
2017-12-16,389,Laval,7027312504,33,19,59.07,1.79,1.79,0,0,
2017-12-16,389,Laval,7027316204,48,29,79.2,1.65,1.9,0,0,
2017-12-16,389,Laval,7027316404,36,24,62.64,1.74,1.74,0,0,
2017-12-16,389,Laval,7110410455,8,7,19.84,2.48,2.48,0,0,
2017-12-16,389,Laval,7110410470,3,3,7.44,2.48,2.48,0,0,
2017-12-16,389,Laval,7110410471,7,6,17.99,2.57,2.57,0,0,
2017-12-16,389,Laval,7192100336,5,5,34.95,6.99,6.99,0,0,
2017-12-16,389,Laval,7192100337,11,11,76.89,6.99,6.99,0,0,
2017-12-16,389,Laval,7192100339,25,20,174.75,6.99,6.99,0,0,
2017-12-16,389,Laval,7218063052,8,8,51.04,6.38,6.38,0,0,
2017-12-16,389,Laval,7218063979,14,13,89.88,6.42,6.42,0,0,
2017-12-16,389,Laval,7218063983,5,5,31.9,6.38,6.38,0,0,
2017-12-16,389,Laval,7797502248,16,13,39.84,2.49,2.49,0,0,
2017-12-16,389,Laval,7797508004,24,23,71.76,2.99,2.99,0,0,
2017-12-16,389,Laval,7797508006,13,13,38.87,2.99,2.99,0,0,
2017-12-16,389,Laval,31254742725,3,3,10.98,3.66,3.99,0,1,
2017-12-16,389,Laval,31254742735,5,5,24.95,4.99,4.99,0,0,
2017-12-16,389,Laval,31254742835,5,5,24.95,4.99,4.99,0,0,
2017-12-16,389,Laval,88491201426,49,40,161.21,3.29,3.29,0,0,
2017-12-16,389,Laval,88491201427,16,16,54.88,3.43,3.43,0,0,
2017-12-16,389,Laval,88491212971,120,87,238.8,1.99,2.6,0,0,
2017-12-16,623,Ottawa,1111009477,92,78,89.24,0.97,0.99,1,0,
2017-12-16,623,Ottawa,1111009497,81,64,79.38,0.98,0.99,1,0,
2017-12-16,623,Ottawa,1111035398,2,2,6.34,3.17,3.17,0,0,
2017-12-16,623,Ottawa,1111038078,18,16,17.82,0.99,1.55,0,0,
2017-12-16,623,Ottawa,1111038080,13,10,12.74,0.98,1.56,0,0,
2017-12-16,623,Ottawa,1111085319,8,7,14.48,1.81,1.81,0,0,
2017-12-16,623,Ottawa,1111085345,16,15,29.6,1.85,1.85,0,0,
2017-12-16,623,Ottawa,1111085350,15,12,30.15,2.01,2.3,0,0,
2017-12-16,623,Ottawa,1111087395,22,18,64.02,2.91,3.27,1,0,
2017-12-16,623,Ottawa,1111087396,20,16,59,2.95,3.27,1,0,
2017-12-16,623,Ottawa,1111087398,28,24,83.44,2.98,3.3,1,0,
2017-12-16,623,Ottawa,1600027527,61,57,156.16,2.56,2.56,0,0,
2017-12-16,623,Ottawa,1600027528,16,15,66.4,4.15,4.15,0,0,
2017-12-16,623,Ottawa,1600027564,37,34,82.51,2.23,3.19,0,0,
2017-12-16,623,Ottawa,2840002333,7,7,20.23,2.89,2.89,0,0,
2017-12-16,623,Ottawa,2840004768,15,13,43.35,2.89,2.89,0,0,
2017-12-16,623,Ottawa,2840004770,8,6,23.12,2.89,2.89,0,0,
2017-12-16,623,Ottawa,3000006340,10,9,27.1,2.71,2.71,0,0,
2017-12-16,623,Ottawa,3000006560,19,19,49.21,2.59,2.59,0,0,
2017-12-16,623,Ottawa,3000006610,7,7,18.13,2.59,2.59,0,0,
2017-12-16,623,Ottawa,3700019521,1,1,3.49,3.49,3.49,0,0,
2017-12-16,623,Ottawa,3700031613,4,4,17.56,4.39,4.39,0,0,
2017-12-16,623,Ottawa,3700044982,1,1,5.69,5.69,5.69,0,0,
2017-12-16,623,Ottawa,3800031829,25,21,72,2.88,2.88,0,0,
2017-12-16,623,Ottawa,3800031838,27,27,65.07,2.41,2.8,0,0,
2017-12-16,623,Ottawa,3800039118,17,17,42.5,2.5,2.98,0,0,
2017-12-16,623,Ottawa,4116709448,1,1,4.99,4.99,4.99,0,0,
2017-12-16,623,Ottawa,4116709565,1,1,4.99,4.99,4.99,0,0,
2017-12-16,623,Ottawa,7192100336,14,14,92.26,6.59,6.59,0,0,
2017-12-16,623,Ottawa,7192100337,6,6,39.54,6.59,6.59,0,0,
2017-12-16,623,Ottawa,7192100339,12,11,79.08,6.59,6.59,0,0,
2017-12-16,623,Ottawa,7218063052,4,4,25.96,6.49,6.49,0,0,
2017-12-16,623,Ottawa,7218063979,1,1,6.49,6.49,6.49,0,0,
2017-12-16,623,Ottawa,7218063983,2,2,12.98,6.49,6.49,0,0,
2017-12-16,623,Ottawa,7797502248,20,10,35.8,1.79,2.24,0,0,
2017-12-16,623,Ottawa,7797508004,4,4,11.96,2.99,2.99,0,0,
2017-12-16,623,Ottawa,7797508006,11,11,32.89,2.99,2.99,0,0,
2017-12-16,623,Ottawa,31254742725,4,4,16.76,4.19,4.19,0,0,
2017-12-16,623,Ottawa,31254742735,2,2,9.58,4.79,4.79,0,0,
2017-12-16,623,Ottawa,31254742835,6,6,28.74,4.79,4.79,0,0,
2017-12-16,623,Ottawa,88491201426,21,21,70.77,3.37,3.37,0,0,
2017-12-16,623,Ottawa,88491201427,22,18,74.14,3.37,3.37,0,0,
2017-12-16,623,Ottawa,88491212971,15,15,37.5,2.5,2.5,1,0,
2017-12-23,367,Montreal,1111009477,38,30,47.12,1.24,1.49,0,1,
2017-12-23,367,Montreal,1111009497,19,16,23.75,1.25,1.48,0,1,
2017-12-23,367,Montreal,1111009507,26,22,32.5,1.25,1.49,0,1,
2017-12-23,367,Montreal,1111035398,1,1,3.06,3.06,3.06,0,0,
2017-12-23,367,Montreal,1111038078,1,1,1.58,1.58,1.58,0,0,
2017-12-23,367,Montreal,1111038080,3,3,4.74,1.58,1.58,0,0,
2017-12-23,367,Montreal,1111085319,3,3,5.67,1.89,1.89,0,0,
2017-12-23,367,Montreal,1111085345,16,15,29.6,1.85,1.85,0,0,
2017-12-23,367,Montreal,1111085350,18,14,35.64,1.98,2.37,0,0,
2017-12-23,367,Montreal,1111087395,31,26,91.76,2.96,4.88,0,1,
2017-12-23,367,Montreal,1111087396,33,26,97.02,2.94,4.88,0,1,
2017-12-23,367,Montreal,1111087398,45,39,137.25,3.05,4.89,0,1,
2017-12-23,367,Montreal,1600027527,10,10,29.5,2.95,2.95,0,0,
2017-12-23,367,Montreal,1600027528,19,17,87.21,4.59,4.59,0,0,
2017-12-23,367,Montreal,1600027564,15,14,49.35,3.29,3.29,0,0,
2017-12-23,367,Montreal,2840004768,1,1,2.89,2.89,2.89,0,0,
2017-12-23,367,Montreal,3000006340,17,15,32.81,1.93,2.74,1,1,
2017-12-23,367,Montreal,3000006560,110,99,206.8,1.88,2.59,1,1,
2017-12-23,367,Montreal,3000006610,92,83,173.88,1.89,2.59,1,1,
2017-12-23,367,Montreal,3700031613,1,1,3.99,3.99,3.99,0,0,
2017-12-23,367,Montreal,3800031829,8,7,26.32,3.29,3.29,0,0,
2017-12-23,367,Montreal,3800031838,11,11,35.09,3.19,3.19,0,0,
2017-12-23,367,Montreal,3800039118,9,9,28.71,3.19,3.19,0,0,
2017-12-23,367,Montreal,7027316204,9,5,16.47,1.83,1.83,0,0,
2017-12-23,367,Montreal,7027316404,5,3,9.85,1.97,1.97,0,0,
2017-12-23,367,Montreal,7192100336,4,4,27.96,6.99,6.99,0,0,
2017-12-23,367,Montreal,7192100337,10,9,69.9,6.99,6.99,0,0,
2017-12-23,367,Montreal,7192100339,6,5,41.94,6.99,6.99,0,0,
2017-12-23,367,Montreal,7218063052,2,2,12.76,6.38,6.38,0,0,
2017-12-23,367,Montreal,7218063979,2,2,12.76,6.38,6.38,0,0,
2017-12-23,367,Montreal,7797502248,6,5,14.94,2.49,2.49,0,0,
2017-12-23,367,Montreal,7797508006,3,3,8.97,2.99,2.99,0,0,
2017-12-23,367,Montreal,31254742725,1,1,3.99,3.99,3.99,0,0,
2017-12-23,367,Montreal,31254742735,2,2,9.52,4.76,4.76,0,0,
2017-12-23,367,Montreal,31254742835,1,1,4.76,4.76,4.76,0,0,
2017-12-23,367,Montreal,88491201426,9,8,29.61,3.29,3.29,0,0,
2017-12-23,367,Montreal,88491201427,4,4,13.16,3.29,3.29,0,0,
2017-12-23,367,Montreal,88491212971,16,15,41.6,2.6,2.6,0,0,
2017-12-23,389,Laval,1111009477,151,137,187.24,1.24,1.47,0,0,
2017-12-23,389,Laval,1111009497,69,51,85.56,1.24,1.49,0,0,
2017-12-23,389,Laval,1111009507,65,51,81.25,1.25,1.45,0,0,
2017-12-23,389,Laval,1111035398,4,3,12.24,3.06,3.06,0,0,
2017-12-23,389,Laval,1111038078,3,3,4.74,1.58,1.58,0,0,
2017-12-23,389,Laval,1111038080,6,6,9.48,1.58,1.58,0,0,
2017-12-23,389,Laval,1111085319,39,35,73.32,1.88,1.88,0,0,
2017-12-23,389,Laval,1111085345,54,49,100.44,1.86,1.86,0,0,
2017-12-23,389,Laval,1111085350,86,71,171.14,1.99,2.33,0,0,
2017-12-23,389,Laval,1111087395,47,42,139.12,2.96,4.88,0,0,
2017-12-23,389,Laval,1111087396,59,47,175.82,2.98,4.77,0,0,
2017-12-23,389,Laval,1111087398,97,77,283.24,2.92,4.78,0,1,
2017-12-23,389,Laval,1600027527,59,55,170.51,2.89,2.89,0,0,
2017-12-23,389,Laval,1600027528,48,44,220.32,4.59,4.59,0,0,
2017-12-23,389,Laval,1600027564,49,45,139.65,2.85,3.29,0,0,
2017-12-23,389,Laval,2840002333,16,14,46.24,2.89,2.89,0,0,
2017-12-23,389,Laval,2840004768,32,28,92.48,2.89,2.89,0,0,
2017-12-23,389,Laval,2840004770,15,15,43.35,2.89,2.89,0,0,
2017-12-23,389,Laval,3000006340,139,119,264.1,1.9,2.92,1,1,
2017-12-23,389,Laval,3000006560,163,142,306.44,1.88,2.59,1,1,
