area_code,area,item_code,item,element_code,element,unit,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014
87,Guadeloupe,1814,"Coarse Grain, Total",5419,Yield,hg/ha,,,,,,,,,,,,,,,
87,Guadeloupe,1814,"Coarse Grain, Total",5510,Production,tonnes,,,,,,,,,,,,,,,
87,Guadeloupe,1814,"Coarse Grain, Total",5525,Seed,tonnes,0,0,0,0,0,0,0,0,0,0,,,,,
89,Guatemala,1814,"Coarse Grain, Total",5312,Area harvested,ha,635480,636940,647860,683750,724300,824122,833560,610600,716221,882588,850415,866841,875419,890305,899570
89,Guatemala,1814,"Coarse Grain, Total",5419,Yield,hg/ha,17404,17959,17066,16178,15539,13461,14806,24534,22466,19670,19789,19889,20251,20708,21072
89,Guatemala,1814,"Coarse Grain, Total",5510,Production,tonnes,1105979,1143873,1105613,1106170,1125523,1109365,1234204,1498030,1609080,1736016,1682853,1724055,1772846,1843688,1895565
89,Guatemala,1814,"Coarse Grain, Total",5525,Seed,tonnes,18175,18443,19563,20765,24330,24103,17870,21085,26161,25200,25789,26003,26184,26194,
91,Guyana,1814,"Coarse Grain, Total",5312,Area harvested,ha,3100,1600,1417,3200,4400,3200,3000,4600,3000,3702,3225,3195,2907,2910,2913
91,Guyana,1814,"Coarse Grain, Total",5419,Yield,hg/ha,12352,12644,14119,12500,12500,12500,10000,17174,13333,13508,13694,13774,13760,13747,13733
91,Guyana,1814,"Coarse Grain, Total",5510,Production,tonnes,3829,2023,2000,4000,5500,4000,3000,7900,4000,5000,4417,4401,4000,4000,4000
91,Guyana,1814,"Coarse Grain, Total",5525,Seed,tonnes,32,28,64,88,64,60,92,60,63,66,68,64,64,65,
93,Haiti,1814,"Coarse Grain, Total",5312,Area harvested,ha,410000,388000,355000,360000,375000,372000,378000,484000,384000,499000,581849,572070,349722,519870,525310
93,Haiti,1814,"Coarse Grain, Total",5419,Yield,hg/ha,7329,6701,7577,7583,7813,8078,8069,8058,8073,8521,8349,8317,8407,8541,8438
93,Haiti,1814,"Coarse Grain, Total",5510,Production,tonnes,300500,260000,269000,273000,293000,300500,305000,390000,310000,425200,485800,475799,293995,444018,443247
93,Haiti,1814,"Coarse Grain, Total",5525,Seed,tonnes,10104,9270,9420,9870,9780,9960,12864,10140,13530,15450,15390,13056,14075,14075,
95,Honduras,1814,"Coarse Grain, Total",5312,Area harvested,ha,438209,411513,425912,380858,372873,361180,383630,435880,381202,395514,371728,360692,366413,403103,395478
95,Honduras,1814,"Coarse Grain, Total",5419,Yield,hg/ha,13653,14357,13367,14990,13530,14770,14807,16166,15987,16591,15859,16225,15470,15862,16368
95,Honduras,1814,"Coarse Grain, Total",5510,Production,tonnes,598265,590797,569320,570917,504496,533475,568053,704663,609417,656189,589532,585226,566854,639382,647312
95,Honduras,1814,"Coarse Grain, Total",5525,Seed,tonnes,7273,7552,6754,6609,6387,6790,8512,10949,11152,14105,9477,6437,7216,4968,
109,Jamaica,1814,"Coarse Grain, Total",5312,Area harvested,ha,1540,1726,1485,1659,1352,1500,1541,1399,1514,1870,2017,2144,2372,2481,2196
109,Jamaica,1814,"Coarse Grain, Total",5419,Yield,hg/ha,11487,12068,11818,12315,11842,12860,12298,11959,12530,12567,11715,12701,11896,11951,11321
109,Jamaica,1814,"Coarse Grain, Total",5510,Production,tonnes,1769,2083,1755,2043,1601,1929,1895,1673,1897,2350,2363,2723,2821,2965,2486
109,Jamaica,1814,"Coarse Grain, Total",5525,Seed,tonnes,29,25,28,25,26,26,24,26,32,34,36,40,42,42,
138,Mexico,1814,"Coarse Grain, Total",5312,Area harvested,ha,9347952,10138159,9192115,9907608,9917082,8590875,9291060,9470918,9607459,8228847,9255651,8071349,9123777,9139011,9450644
138,Mexico,1814,"Coarse Grain, Total",5419,Yield,hg/ha,25835,27183,27534,28611,29964,29981,30613,32207,33169,32698,33527,30488,33058,32469,34521
138,Mexico,1814,"Coarse Grain, Total",5510,Production,tonnes,24150400,27558679,25309860,28347129,29715335,25756510,28442671,30503238,31867305,26906481,31031817,24607765,30161088,29673218,32624631
138,Mexico,1814,"Coarse Grain, Total",5525,Seed,tonnes,473187,463834,460113,472273,448292,437437,452681,452692,435984,440270,436920,416891,423104,417625,
142,Montserrat,1814,"Coarse Grain, Total",5312,Area harvested,ha,15,15,15,15,15,15,15,15,16,17,17,18,18,20,20
142,Montserrat,1814,"Coarse Grain, Total",5419,Yield,hg/ha,38627,40901,43130,45374,47628,49819,51947,54011,56012,57952,59831,61654,66667,60000,64939
142,Montserrat,1814,"Coarse Grain, Total",5510,Production,tonnes,56,60,63,67,70,75,79,81,90,96,102,109,120,120,129
142,Montserrat,1814,"Coarse Grain, Total",5525,Seed,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,Nicaragua,1814,"Coarse Grain, Total",5312,Area harvested,ha,371406,361875,433691,445680,370611,446110,382478,405822,361504,366497,376537,405535,394491,379647,298475
157,Nicaragua,1814,"Coarse Grain, Total",5419,Yield,hg/ha,13298,14059,14232,15807,14579,14502,15035,14644,13790,15819,13697,14693,14295,16704,16402
157,Nicaragua,1814,"Coarse Grain, Total",5510,Production,tonnes,493884,508744,617225,704476,540313,646940,575044,594297,498505,579757,515750,595872,563912,634157,489569
157,Nicaragua,1814,"Coarse Grain, Total",5525,Seed,tonnes,13722,13063,13576,12114,10776,23981,24805,22296,23880,24530,26421,24445,23517,26731,
166,Panama,1814,"Coarse Grain, Total",5312,Area harvested,ha,62690,64380,59556,71840,71183,69073,55608,51974,54701,51371,58287,48736,67969,56866,56244
166,Panama,1814,"Coarse Grain, Total",5419,Yield,hg/ha,15231,12578,12623,12910,13735,14350,16593,18285,17101,17488,16187,16607,16535,20146,24930
166,Panama,1814,"Coarse Grain, Total",5510,Production,tonnes,95481,80980,75179,92743,97768,99118,92269,95034,93542,89838,94348,80934,112388,114563,140214
166,Panama,1814,"Coarse Grain, Total",5525,Seed,tonnes,1193,1285,1270,1190,1067,987,947,1085,1110,1655,1380,1503,1558,1570,
169,Paraguay,1814,"Coarse Grain, Total",5312,Area harvested,ha,357947,436697,403022,465956,447935,408350,811120,861000,869021,785070,819022,878580,1020000,1054991,825000
169,Paraguay,1814,"Coarse Grain, Total",5419,Yield,hg/ha,19039,22663,22511,23241,25430,20747,24967,22358,28747,24002,39784,39785,31413,40048,39848
169,Paraguay,1814,"Coarse Grain, Total",5510,Production,tonnes,681509,989686,907238,1082920,1139103,847200,2025085,1925000,2498212,1884335,3258364,3495420,3204150,4224995,3287500
169,Paraguay,1814,"Coarse Grain, Total",5525,Seed,tonnes,8431,7730,9086,8879,8084,16111,17110,17271,15592,16131,17322,20150,20850,20850,
170,Peru,1814,"Coarse Grain, Total",5312,Area harvested,ha,718553,704417,684131,686646,639578,670680,667558,674818,696345,725888,706010,679248,715910,730599,724773
170,Peru,1814,"Coarse Grain, Total",5419,Yield,hg/ha,20516,21702,22494,23261,22248,22143,22624,23639,24636,25244,25743,26177,27290,26941,26126
170,Peru,1814,"Coarse Grain, Total",5510,Production,tonnes,1474188,1528708,1538911,1597222,1422944,1485088,1510259,1595181,1715518,1832426,1817503,1778049,1953747,1968304,1893545
170,Peru,1814,"Coarse Grain, Total",5525,Seed,tonnes,53870,55887,54405,50357,52528,50708,53981,53644,58581,60936,64580,59672,61813,61813,
177,Puerto Rico,1814,"Coarse Grain, Total",5312,Area harvested,ha,260,191,151,230,244,262,270,290,304,310,314,317,320,330,330
177,Puerto Rico,1814,"Coarse Grain, Total",5419,Yield,hg/ha,17308,17607,17810,18050,18187,18318,18519,18966,18719,18776,18838,18891,19063,18788,19021
177,Puerto Rico,1814,"Coarse Grain, Total",5510,Production,tonnes,450,337,268,416,444,481,500,550,569,581,591,599,610,620,627
189,Saint Lucia,1814,"Coarse Grain, Total",5312,Area harvested,ha,,,,,,,,,,,,,,,
189,Saint Lucia,1814,"Coarse Grain, Total",5419,Yield,hg/ha,,,,,,,,,,,,,,,
189,Saint Lucia,1814,"Coarse Grain, Total",5510,Production,tonnes,,,,,,,,,,,,,,,
189,Saint Lucia,1814,"Coarse Grain, Total",5525,Seed,tonnes,0,0,0,0,0,0,0,0,0,0,,,,,
191,Saint Vincent and the Grenadines,1814,"Coarse Grain, Total",5312,Area harvested,ha,40,35,35,40,45,43,70,55,55,40,31,25,33,24,35
191,Saint Vincent and the Grenadines,1814,"Coarse Grain, Total",5419,Yield,hg/ha,150000,142857,148571,148250,144444,144186,135714,121818,127273,167500,187742,276400,258788,239583,244857
191,Saint Vincent and the Grenadines,1814,"Coarse Grain, Total",5510,Production,tonnes,600,500,520,593,650,620,950,670,700,670,582,691,854,575,857
191,Saint Vincent and the Grenadines,1814,"Coarse Grain, Total",5525,Seed,tonnes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
207,Suriname,1814,"Coarse Grain, Total",5312,Area harvested,ha,21,36,31,28,24,22,20,18,12,10,15,14,11,19,36
207,Suriname,1814,"Coarse Grain, Total",5419,Yield,hg/ha,19048,19444,19677,23214,23333,22347,23000,27222,22500,24000,23333,22857,26364,24737,24167
207,Suriname,1814,"Coarse Grain, Total",5510,Production,tonnes,40,70,61,65,56,50,46,49,27,24,35,32,29,47,87
207,Suriname,1814,"Coarse Grain, Total",5525,Seed,tonnes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
220,Trinidad and Tobago,1814,"Coarse Grain, Total",5312,Area harvested,ha,375,700,1300,1150,1200,1300,1200,1500,1400,1200,1293,1400,1400,1400,1366
220,Trinidad and Tobago,1814,"Coarse Grain, Total",5419,Yield,hg/ha,25980,25871,25354,25696,25000,23462,25000,25000,25000,25000,24731,24673,25000,24435,23958
220,Trinidad and Tobago,1814,"Coarse Grain, Total",5510,Production,tonnes,975,1811,3296,2955,3000,3050,3000,3750,3500,3000,3199,3454,3500,3421,3273
220,Trinidad and Tobago,1814,"Coarse Grain, Total",5525,Seed,tonnes,21,39,35,36,39,36,45,42,36,39,42,42,42,42,
231,United States of America,1814,"Coarse Grain, Total",5312,Area harvested,ha,35822189,34212134,33729951,35128081,35217537,35170982,32782000,40167988,37212902,36509937,36747974,37176069,39362179,40119930,38020520
231,United States of America,1814,"Coarse Grain, Total",5419,Yield,hg/ha,76302,76647,72301,78392,90803,85039,85501,87210,87680,95601,89958,87165,72710,91601,99321
231,United States of America,1814,"Coarse Grain, Total",5510,Production,tonnes,273331104,262227377,243870671,275375561,319785589,299090341,280290559,350306265,326283731,349037551,330576624,324046995,286204109,367503838,377622470
231,United States of America,1814,"Coarse Grain, Total",5525,Seed,tonnes,949991,988197,979094,938299,925491,885889,990185,936487,914083,895250,882375,977896,1000550,1006200,
234,Uruguay,1814,"Coarse Grain, Total",5312,Area harvested,ha,157728,236141,186500,196423,221301,179400,223550,257433,267300,332170,219619,239721,351808,309100,323100
234,Uruguay,1814,"Coarse Grain, Total",5419,Yield,hg/ha,20027,23065,24713,30275,32921,33899,33303,32438,34336,33607,40703,32149,32821,37758,35181
234,Uruguay,1814,"Coarse Grain, Total",5510,Production,tonnes,315880,544661,460899,594674,728542,608145,744490,835059,917800,1116321,893914,770676,1154669,1167100,1136700
234,Uruguay,1814,"Coarse Grain, Total",5525,Seed,tonnes,18839,15135,17261,19282,13415,19331,20367,20175,24396,13882,17994,22986,14265,14265,
236,Venezuela (Bolivarian Republic of),1814,"Coarse Grain, Total",5312,Area harvested,ha,769364,787615,672312,833231,883275,852470,957145,906176,973314,739000,820635,828287,671172,706836,647563
236,Venezuela (Bolivarian Republic of),1814,"Coarse Grain, Total",5419,Yield,hg/ha,29519,29902,28271,29253,29796,30252,30520,32587,34651,32609,26672,26484,33756,36922,37107
236,Venezuela (Bolivarian Republic of),1814,"Coarse Grain, Total",5510,Production,tonnes,2271077,2355125,1900681,2437451,2631810,2578899,2921210,2952985,3372671,2409799,2188810,2193636,2265630,2609801,2402935
236,Venezuela (Bolivarian Republic of),1814,"Coarse Grain, Total",5525,Seed,tonnes,8235,7165,9384,8750,6707,8825,6532,7137,8127,7988,8209,7569,7716,7716,
23,Belize,661,"Cocoa, beans",5312,Area harvested,ha,82,95,40,60,54,30,71,50,105,121,114,202,202,643,709
23,Belize,661,"Cocoa, beans",5419,Yield,hg/ha,3659,4211,6500,6833,7407,7333,6056,5000,4762,3223,2289,1287,3366,1026,1059
23,Belize,661,"Cocoa, beans",5510,Production,tonnes,30,40,26,41,40,22,43,25,50,39,26,26,68,66,75
19,Bolivia (Plurinational State of),661,"Cocoa, beans",5312,Area harvested,ha,5850,5860,5865,5219,5222,5282,5340,5468,5476,8471,8332,8491,10517,13558,14185
19,Bolivia (Plurinational State of),661,"Cocoa, beans",5419,Yield,hg/ha,7350,7372,7374,8049,8173,8251,8378,8594,8665,5324,5341,5393,4529,5403,5050
19,Bolivia (Plurinational State of),661,"Cocoa, beans",5510,Production,tonnes,4300,4320,4325,4201,4268,4358,4474,4699,4745,4510,4450,4580,4763,7325,7164
21,Brazil,661,"Cocoa, beans",5312,Area harvested,ha,705965,665809,582315,590945,638825,625384,647135,628928,641337,635975,660711,680484,684333,689276,704122
21,Brazil,661,"Cocoa, beans",5419,Yield,hg/ha,2788,2789,3002,2877,3068,3336,3280,3206,3150,3435,3563,3652,3700,3717,3888
21,Brazil,661,"Cocoa, beans",5510,Production,tonnes,196788,185662,174796,170004,196005,208620,212270,201651,202030,218487,235389,248524,253211,256186,273793
44,Colombia,661,"Cocoa, beans",5312,Area harvested,ha,83138,80165,83406,86784,73674,80650,77320,86937,90959,95167,95641,99205,102902,155151,160276
44,Colombia,661,"Cocoa, beans",5419,Yield,hg/ha,4418,4499,4077,4805,5260,4600,4560,4590,4919,4701,4134,3750,4049,3012,2978
44,Colombia,661,"Cocoa, beans",5510,Production,tonnes,36731,36070,34002,41704,38753,37099,35258,39904,44740,44740,39534,37202,41670,46739,47732
48,Costa Rica,661,"Cocoa, beans",5312,Area harvested,ha,3550,3550,3550,3550,3550,3000,3820,4484,4484,4484,4543,4605,4660,4660,4750
48,Costa Rica,661,"Cocoa, beans",5419,Yield,hg/ha,1994,1994,1994,1994,1994,1143,1178,1238,1322,1450,1464,1498,1502,1502,1474
48,Costa Rica,661,"Cocoa, beans",5510,Production,tonnes,708,708,708,708,708,343,450,555,593,650,665,690,700,700,700
49,Cuba,661,"Cocoa, beans",5312,Area harvested,ha,7118,4195,6595,6600,5784,4054,3999,2758,3800,5089,5114,5153,4203,4303,4155
49,Cuba,661,"Cocoa, beans",5419,Yield,hg/ha,4074,4491,1973,2273,3192,5099,5301,5000,3024,2725,3342,2930,4823,3312,5266
49,Cuba,661,"Cocoa, beans",5510,Production,tonnes,2900,1884,1301,1500,1846,2067,2120,1379,1149,1387,1709,1510,2027,1425,2188
55,Dominica,661,"Cocoa, beans",5312,Area harvested,ha,2000,2100,2114,2150,2179,2150,2150,2200,978,978,7777,2883,1918,2571,2806
55,Dominica,661,"Cocoa, beans",5419,Yield,hg/ha,1000,964,971,1023,994,1023,1023,1023,1023,1023,1029,1041,1043,1050,1057
55,Dominica,661,"Cocoa, beans",5510,Production,tonnes,200,202,205,220,217,220,220,225,100,100,800,300,200,270,297
56,Dominican Republic,661,"Cocoa, beans",5312,Area harvested,ha,139373,125786,125787,125787,125787,153219,153219,153219,157000,153219,153219,153219,150943,150943,150943
56,Dominican Republic,661,"Cocoa, beans",5419,Yield,hg/ha,2662,3570,3615,3765,3815,2047,3069,2827,2899,3589,3807,3543,4785,4506,4613
56,Dominican Republic,661,"Cocoa, beans",5510,Production,tonnes,37104,44906,45468,47356,47985,31361,47020,43322,45518,54994,58334,54279,72225,68021,69633
58,Ecuador,661,"Cocoa, beans",5312,Area harvested,ha,402836,429547,363575,348434,336358,357706,350027,356658,376604,398104,360025,399467,390176,402434,372637
58,Ecuador,661,"Cocoa, beans",5419,Yield,hg/ha,2479,1770,2420,2533,2666,2618,2502,2408,2504,3029,3669,5612,3417,3192,4192
58,Ecuador,661,"Cocoa, beans",5510,Production,tonnes,99875,76030,87986,88263,89680,93658,87561,85891,94300,120582,132100,224163,133323,128446,156216
60,El Salvador,661,"Cocoa, beans",5312,Area harvested,ha,490,500,530,550,570,600,620,650,680,700,750,789,800,800,692
60,El Salvador,661,"Cocoa, beans",5419,Yield,hg/ha,3061,3200,3208,3091,3333,3000,2823,2769,2353,2571,2533,2269,2250,2313,5289
60,El Salvador,661,"Cocoa, beans",5510,Production,tonnes,150,160,170,170,190,180,175,180,160,180,190,179,180,185,366
86,Grenada,661,"Cocoa, beans",5312,Area harvested,ha,1200,690,880,620,770,330,350,370,800,1000,1000,1100,1250,1290,1290
86,Grenada,661,"Cocoa, beans",5419,Yield,hg/ha,9967,9971,9955,9952,9909,1424,2571,6108,5000,5000,5000,6364,6400,6977,6977
86,Grenada,661,"Cocoa, beans",5510,Production,tonnes,1196,688,876,617,763,47,90,226,400,500,500,700,800,900,900
87,Guadeloupe,661,"Cocoa, beans",5312,Area harvested,ha,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
87,Guadeloupe,661,"Cocoa, beans",5419,Yield,hg/ha,1200,1200,1200,1200,1200,1200,,,1200,1200,1200,1200,1200,1200,1200
87,Guadeloupe,661,"Cocoa, beans",5510,Production,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Guatemala,661,"Cocoa, beans",5312,Area harvested,ha,4550,4550,4060,3500,3350,3115,3115,3889,3983,3983,3990,4130,4123,4333,4403
89,Guatemala,661,"Cocoa, beans",5419,Yield,hg/ha,5134,5134,5185,12571,20000,27509,29159,25518,24883,24996,26850,28073,28295,29008,29773
89,Guatemala,661,"Cocoa, beans",5510,Production,tonnes,2336,2336,2105,4400,6700,8569,9083,9924,9911,9956,10713,11594,11666,12569,13109
91,Guyana,661,"Cocoa, beans",5312,Area harvested,ha,786,775,761,760,772,794,824,879,923,968,1014,1057,1070,1100,1173
91,Guyana,661,"Cocoa, beans",5419,Yield,hg/ha,3320,3368,3416,3465,3516,3567,3618,3668,3718,3769,3819,3869,4019,4091,4003
91,Guyana,661,"Cocoa, beans",5510,Production,tonnes,261,261,260,263,271,283,298,322,343,365,387,409,430,450,469
93,Haiti,661,"Cocoa, beans",5312,Area harvested,ha,9000,9000,10100,10146,9800,9841,12300,17400,16400,17128,18593,20558,22860,25984,29862
93,Haiti,661,"Cocoa, beans",5419,Yield,hg/ha,5000,4778,4901,4879,4898,4878,4878,4885,4878,4895,4903,4891,4894,4897,4900
93,Haiti,661,"Cocoa, beans",5510,Production,tonnes,4500,4300,4950,4950,4800,4800,6000,8500,8000,8384,9117,10054,11188,12724,14633
95,Honduras,661,"Cocoa, beans",5312,Area harvested,ha,4800,3288,2520,2498,2485,2456,2500,606,1400,3304,2070,3012,1660,1523,1909
95,Honduras,661,"Cocoa, beans",5419,Yield,hg/ha,4167,6082,7937,8006,8048,8143,8000,5957,5714,4086,5440,4977,6416,6312,4932
95,Honduras,661,"Cocoa, beans",5510,Production,tonnes,2000,2000,2000,2000,2000,2000,2000,361,800,1350,1126,1499,1065,962,941
109,Jamaica,661,"Cocoa, beans",5312,Area harvested,ha,3700,2800,2591,3113,3153,1800,1800,3500,3400,3500,3800,2000,3800,3800,3800
109,Jamaica,661,"Cocoa, beans",5419,Yield,hg/ha,2973,4107,3860,3694,3566,3056,3306,5471,2985,3166,3600,2495,3666,2624,3037
109,Jamaica,661,"Cocoa, beans",5510,Production,tonnes,1100,1150,1000,1150,1124,550,595,1915,1015,1108,1368,499,1393,997,1154
135,Martinique,661,"Cocoa, beans",5312,Area harvested,ha,,,,,,,,,,,,,,,
135,Martinique,661,"Cocoa, beans",5419,Yield,hg/ha,,,,,,,,,,,,,,,
135,Martinique,661,"Cocoa, beans",5510,Production,tonnes,,,,,,,,,,,,,,,
138,Mexico,661,"Cocoa, beans",5312,Area harvested,ha,81023,83037,83130,80903,80879,61477,60866,60934,79000,95000,88477,78246,74403,69922,59624
138,Mexico,661,"Cocoa, beans",5419,Yield,hg/ha,3461,5629,5557,6176,5437,5915,6268,6564,6329,6316,5782,5604,5481,5361,4523
138,Mexico,661,"Cocoa, beans",5510,Production,tonnes,28046,46738,46194,49965,43975,36366,38151,40000,50000,60000,51158,43851,40783,37483,26969
157,Nicaragua,661,"Cocoa, beans",5312,Area harvested,ha,1900,1950,1900,2000,2900,2100,5600,3900,5000,6200,5945,6044,6400,6500,6600
157,Nicaragua,661,"Cocoa, beans",5419,Yield,hg/ha,1316,1538,2711,2750,2759,2762,2500,2487,2500,2500,2590,2704,2734,2783,2833
157,Nicaragua,661,"Cocoa, beans",5510,Production,tonnes,250,300,515,550,800,580,1400,970,1250,1550,1540,1634,1750,1809,1870
166,Panama,661,"Cocoa, beans",5312,Area harvested,ha,4000,4000,2700,3500,3600,3700,4800,5050,5200,4200,5129,6058,6180,5273,5496
166,Panama,661,"Cocoa, beans",5419,Yield,hg/ha,1483,1353,1311,1191,1194,1259,1360,1358,1360,1336,1191,1174,1212,1189,1166
166,Panama,661,"Cocoa, beans",5510,Production,tonnes,593,541,354,417,430,466,653,686,707,561,611,711,749,627,641
170,Peru,661,"Cocoa, beans",5312,Area harvested,ha,41284,45735,46820,49787,50879,50313,56732,59835,63626,66335,77192,84174,83999,97658,106635
170,Peru,661,"Cocoa, beans",5419,Yield,hg/ha,6067,5172,5173,4864,5095,5020,5583,5246,5344,5548,6039,6712,7440,7288,7657
170,Peru,661,"Cocoa, beans",5510,Production,tonnes,25049,23652,24219,24214,25921,25257,31676,31387,34003,36803,46613,56499,62492,71175,81651
189,Saint Lucia,661,"Cocoa, beans",5312,Area harvested,ha,30,40,40,40,48,55,40,50,57,68,61,61,75,29,30
189,Saint Lucia,661,"Cocoa, beans",5419,Yield,hg/ha,7667,7500,8018,9194,10360,11802,13750,16200,17496,16290,17663,18646,19495,20235,20888
189,Saint Lucia,661,"Cocoa, beans",5510,Production,tonnes,23,30,32,37,50,65,55,81,100,110,107,113,146,59,63
191,Saint Vincent and the Grenadines,661,"Cocoa, beans",5312,Area harvested,ha,670,675,680,670,680,690,724,680,740,750,750,757,780,785,773
191,Saint Vincent and the Grenadines,661,"Cocoa, beans",5419,Yield,hg/ha,2537,2667,2794,2687,2794,2758,2762,2794,2703,2800,2774,2772,2756,2803,2800
191,Saint Vincent and the Grenadines,661,"Cocoa, beans",5510,Production,tonnes,170,180,190,180,190,190,200,190,200,210,208,210,215,220,217
207,Suriname,661,"Cocoa, beans",5312,Area harvested,ha,156,156,155,164,195,198,177,169,167,164,163,163,164,164,164
207,Suriname,661,"Cocoa, beans",5419,Yield,hg/ha,449,513,581,535,462,455,427,399,385,373,361,350,342,342,342
207,Suriname,661,"Cocoa, beans",5510,Production,tonnes,7,8,9,9,9,9,8,7,6,6,6,6,6,6,6
220,Trinidad and Tobago,661,"Cocoa, beans",5312,Area harvested,ha,15000,5800,14000,9500,12500,9500,15000,7500,6500,5600,6550,3750,4700,4800,4700
220,Trinidad and Tobago,661,"Cocoa, beans",5419,Yield,hg/ha,1062,1053,1174,1036,1057,963,1067,1067,1077,1071,1069,1067,1064,611,700
220,Trinidad and Tobago,661,"Cocoa, beans",5510,Production,tonnes,1593,611,1643,984,1321,915,1600,800,700,600,700,400,500,294,329
236,Venezuela (Bolivarian Republic of),661,"Cocoa, beans",5312,Area harvested,ha,56644,53706,55162,50802,55662,53836,51825,56927,50194,45000,53712,54679,62546,63213,63025
236,Venezuela (Bolivarian Republic of),661,"Cocoa, beans",5419,Yield,hg/ha,2847,2948,2930,3027,3147,3148,3309,3322,4076,4649,3901,4180,5115,4705,3449
236,Venezuela (Bolivarian Republic of),661,"Cocoa, beans",5510,Production,tonnes,16126,15834,16164,15376,17515,16946,17151,18911,20457,20920,20955,22856,31993,29740,21735
12,Bahamas,249,Coconuts,5312,Area harvested,ha,,,,,,,,,,,270,307,326,330,333
12,Bahamas,249,Coconuts,5419,Yield,hg/ha,,,,,,,,,,,78444,78567,78497,78788,78857
12,Bahamas,249,Coconuts,5510,Production,tonnes,,,,,,,,,,,2118,2412,2559,2600,2630
14,Barbados,249,Coconuts,5312,Area harvested,ha,520,550,550,550,600,650,700,750,687,627,580,550,500,550,570
14,Barbados,249,Coconuts,5419,Yield,hg/ha,29808,30000,30000,30000,30000,30000,30000,30000,31112,32146,32496,34545,40000,40000,40351
14,Barbados,249,Coconuts,5510,Production,tonnes,1550,1650,1650,1650,1800,1950,2100,2250,2136,2017,1885,1900,2000,2200,2300
23,Belize,249,Coconuts,5312,Area harvested,ha,219,223,435,459,345,345,350,350,340,232,267,249,251,222,387
23,Belize,249,Coconuts,5419,Yield,hg/ha,46119,40942,22989,16688,31884,31884,32000,32000,32647,41595,38544,41767,42231,64505,23359
23,Belize,249,Coconuts,5510,Production,tonnes,1010,913,1000,766,1100,1100,1120,1120,1110,965,1030,1040,1060,1432,904
21,Brazil,249,Coconuts,5312,Area harvested,ha,264311,273338,276598,280382,285243,290515,289815,283205,287016,284058,275091,270541,257742,257462,250554
21,Brazil,249,Coconuts,5419,Yield,hg/ha,73857,77956,104569,106230,109287,107359,102763,99963,112328,104206,103364,108806,113739,112261,116506
21,Brazil,249,Coconuts,5510,Production,tonnes,1952117,2130821,2892350,2978490,3117339,3118937,2978217,2831004,3223983,2960049,2843453,2943651,2931531,2890286,2919110
239,British Virgin Islands,249,Coconuts,5510,Production,tonnes,38,39,40,41,43,44,45,45,46,47,48,48,50,50,49
36,Cayman Islands,249,Coconuts,5510,Production,tonnes,8,8,9,9,10,11,11,12,13,13,14,15,16,16,17
44,Colombia,249,Coconuts,5312,Area harvested,ha,14076,11711,12040,13114,14850,15343,16500,16000,15500,13700,14159,15737,16708,16171,17613
44,Colombia,249,Coconuts,5419,Yield,hg/ha,71923,84649,79613,79950,69402,70343,70048,68750,70419,70073,71405,71411,68583,70936,73601
44,Colombia,249,Coconuts,5510,Production,tonnes,101239,99132,95854,104847,103062,107927,115579,110000,109150,96000,101105,112380,114585,114708,129633
48,Costa Rica,249,Coconuts,5312,Area harvested,ha,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,2629,1500,1500
48,Costa Rica,249,Coconuts,5419,Yield,hg/ha,43750,45000,47500,48750,55720,65000,62857,62500,60000,70000,73750,88750,93103,83287,133757
48,Costa Rica,249,Coconuts,5510,Production,tonnes,17500,18000,19000,19500,22288,26000,25143,25000,24000,28000,29500,35500,24479,12493,20064
49,Cuba,249,Coconuts,5312,Area harvested,ha,26738,26671,26432,23444,25342,27808,24218,34163,30844,22850,20609,18100,15745,18093,15815
49,Cuba,249,Coconuts,5419,Yield,hg/ha,29977,33253,41084,47174,47065,40930,42885,36480,34238,34200,35000,36213,45000,35715,40000
49,Cuba,249,Coconuts,5510,Production,tonnes,80153,88688,108592,110595,119273,113817,103859,124627,105605,78148,72131,65545,70854,64619,63261
55,Dominica,249,Coconuts,5312,Area harvested,ha,3396,3130,3450,1970,2873,2966,3450,3500,2805,2631,2900,2200,2800,2800,2642
55,Dominica,249,Coconuts,5419,Yield,hg/ha,33568,33227,34783,32995,33044,32983,33333,34286,32619,32253,32293,32727,28451,28543,29964
55,Dominica,249,Coconuts,5510,Production,tonnes,11400,10400,12000,6500,9495,9782,11500,12000,9150,8485,9365,7200,7966,7992,7917
56,Dominican Republic,249,Coconuts,5312,Area harvested,ha,37088,37009,37194,38357,36915,35363,35000,35000,34000,29686,27507,38539,45934,47919,48993
56,Dominican Republic,249,Coconuts,5419,Yield,hg/ha,37748,45680,46191,47893,49176,30407,26455,27121,27807,27734,47139,38668,35036,59879,68097
56,Dominican Republic,249,Coconuts,5510,Production,tonnes,140000,169056,171804,183704,181533,107528,92591,94923,94545,82333,129666,149022,160935,286934,333630
